NUM_DEP;NOM_COM;CD_ME_niv1_surf;CD_ME_v2;CD_STATION;INDEX_STATION;NUM_COM;codagence;ALTITUDE;PROFONDEUR_MAXI_POINT;reseau2009;reseau2010;reseau2011;reseau2012;reseau2013;reseau2014;fi_ma_2007;fi_ma_2008;fi_ma_2009;fi_ma_2010;fi_ma_2011;fi_ma_2012;fi_ma_2013;fi_ma_2014;CD_STATION_;LAT_WSG84;LONG_WSG84
;;;;10261X0039/F3;31;;AEAG;10.0;33;Hors RCS et RCO;;;;;;oui;;;;;;;;10261X0039/F3;-1.36308121012;-5.98385630921
;;;CG004;01688X0034/AVAL;33;;AERM;235.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;01688X0034/AVAL;-1.36308121012;-5.98385630921
;;;CG004;01688X0039/F1;32;;AERM;170.0;80;Hors RCS et RCO;;;;;;oui;;oui;;;;;;01688X0039/F1;-1.36308121012;-5.98385630921
01;AMBERIEU-EN-BUGEY;DG149;DG149;06758X0052/HY;34;01004;AERM&C;310.0;;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;06758X0052/HY;5.36469511404;45.9712376427
01;AMBLEON;DG149;DG149;07007X0001/006A;35;01006;AERM&C;420.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;07007X0001/006A;5.57920725651;45.7536265801
01;AMBRONAY;DG389;;06754X0040/007A;36;01007;AERM&C;243.0;12.5;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;06754X0040/007A;5.3314414812;45.9994318369
01;AMBRONAY;DG389;DG389;06754X0065/P2;37;01007;AERM&C;243.0;21;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;;;;;oui;;06754X0065/P2;5.31457812135;45.9949511342
01;AMBRONAY;DG389;DG389;06754X0071/P00060;38;01007;AERM&C;243.0;;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06754X0071/P00060;5.34427492816;45.9848443524
01;AMBUTRIX;DG240;DG389;06758X0059/HY;39;01008;AERM&C;276.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;06758X0059/HY;5.35148142338;45.9393697315
01;ANGLEFORT;DG148;DG148;07011X0028/HY;40;01010;AERM&C;770.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;07011X0028/HY;5.79000107015;45.9367399642
01;ANGLEFORT;DG330;;06775X0007/P2;41;01010;AERM&C;245.0;19.5;Hors RCS et RCO;;;;;;;oui;;;;;;;06775X0007/P2;5.81214221203;45.8912908194
01;ARANC;DG149;DG149;06762X0022/P;42;01012;AERM&C;763.0;;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;06762X0022/P;5.55243847399;46.0095445451
01;ARGIS;DG149;DG149;06766X0020/017A;43;01017;AERM&C;308.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;06766X0020/017A;5.47476758035;45.9289266959
01;ARGIS;DG149;DG149;06766X0021/017B;44;01017;AERM&C;560.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;06766X0021/017B;5.47952454623;45.9224114104
01;BALAN;DG326;;06991D0172/F;46;01027;AERM&C;185.0;16;Hors RCS et RCO;;;;;;oui;;;;;;;;06991D0172/F;5.11932348544;45.8198460329
01;BALAN;DG326;DG326;06991X0179/S2;45;01027;AERM&C;184.0;22;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;06991X0179/S2;5.10160493496;45.8194339168
01;BEARD-GEOVREISSIAT;DG149;DG149;06522X0009/F;17;01170;AERM&C;475.0;48.5;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06522X0009/F;5.56119334724;46.1887409083
01;BELIGNEUX;DG390;DG390;06992X0035/S2;48;01032;AERM&C;207.0;28.45;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;oui;oui;oui;oui;oui;oui;oui;oui;06992X0035/S2;5.16800873988;45.8438151855
01;BELIGNEUX;DG525;DG177;06991X0040/HY;47;01032;AERM&C;218.0;;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06991X0040/HY;5.12881816806;45.8719087384
01;BELLEY;DG511;;07008X0015/F2;49;01034;AERM&C;232.5;115;Hors RCS et RCO;;;;;;;oui;;;;;;;07008X0015/F2;5.72674267838;45.7569790451
01;BELLEYDOUX;DG148;DG148;06531X0028/P00011;50;01035;AERM&C;900.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;06531X0028/P00011;5.75747692723;46.2444650842
01;BELMONT-LUTHEZIEU;DG511;DG511;07003X0017/036A;51;01036;AERM&C;569.0;;Hors RCS et RCO;;;;;;;oui;;;;;;;07003X0017/036A;5.65189132032;45.9056833615
01;BETTANT;DG240;DG149;06758X0055/HY;52;01041;AERM&C;275.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;06758X0055/HY;5.34617598986;45.9443291459
01;BEYNOST;DG525;;06984D0181/HY;53;01043;AERM&C;225.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;06984D0181/HY;4.98753954074;45.8585002549
01;BILLIAT;DG511;DG511;06771X0012/HY;54;01044;AERM&C;570.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;06771X0012/HY;5.78344412814;46.0797139512
01;BOLOZON;DG149;DG140;06521X0016/HY;56;01051;AERM&C;270.0;18.4;Hors RCS et RCO;;;;;;;oui;;;;;;;06521X0016/HY;5.4787926577;46.196190414
01;BOURG-EN-BRESSE;DG342;DG342;06513X0028/F;57;01053;AERM&C;222.5;10;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;;oui;oui;oui;oui;;06513X0028/F;5.25441704605;46.1875418492
01;BRENS;DG326;DG326;07244X0030/P;58;01061;AERM&C;221.0;;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;;;;;;;07244X0030/P;5.69880162379;45.6985863652
01;BRIORD;DG326;;07005X0133/F;59;01064;AERM&C;204.0;;Hors RCS et RCO;;;;;;;oui;;;;;;;07005X0133/F;5.46351596878;45.7759727018
01;CERTINES;DG342;DG342;06517X0011/F;62;01069;AERM&C;249.0;6;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;oui;oui;oui;oui;oui;oui;06517X0011/F;5.27641975717;46.1247193376
01;CESSY;DG517;;06288X0089/F;64;01071;AERM&C;523.0;35;Hors RCS et RCO;;;;;;;oui;;;;;;;06288X0089/F;6.05895109973;46.3109651326
01;CESSY;DG517;DG231;06288X0072/O71A;67;01071;AERM&C;520.0;;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;;;;;oui;oui;06288X0072/O71A;6.06217746426;46.3178713586
01;CESSY;DG517;DG517;06288X0105/P00946;66;01071;AERM&C;520.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;06288X0105/P00946;6.06185070725;46.3237209451
01;CESSY;DG517;DG517;06288X0106/P00945;65;01071;AERM&C;520.0;;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;06288X0106/P00945;6.06175607555;46.3145540166
01;CESSY;DG517;DG517;06288X0107/P00944;63;01071;AERM&C;520.0;;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06288X0107/P00944;6.06835716468;46.3290930245
01;CHALEY;DG149;DG149;06766X0024/416A1;68;01076;AERM&C;398.0;;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;06766X0024/416A1;5.52957008786;45.9581273771
01;CHAMPFROMIER;DG148;DG148;06531X0022/SCE818;70;01081;AERM&C;840.0;;Hors RCS et RCO;;;;;;;oui;;;;;;;06531X0022/SCE818;5.84165935002;46.2199853828
01;CHAMPFROMIER;DG148;DG148;06531X0023/SCE815;69;01081;AERM&C;800.0;;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06531X0023/SCE815;5.8311292504;46.2541540917
01;CHARNOZ-SUR-AIN;DG390;DG390;06993X0125/P;74;01088;AERM&C;200.0;15;Hors RCS et RCO;;;;;;;;oui;;;;;;06993X0125/P;5.22101835349;45.885558989
01;CHARNOZ-SUR-AIN;DG390;DG390;06993X0204/P0052;73;01088;AERM&C;200.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;06993X0204/P0052;5.20712161883;45.861180112
01;CHATEAU-GAILLARD;DG389;DG389;06757X0040/F1;75;01089;AERM&C;228.0;16;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;06757X0040/F1;5.28864369683;45.9631502732
01;CHAZEY-BONS;DG511;DG511;07008X0016/098A;76;01098;AERM&C;234.0;5.6;Hors RCS et RCO;;;;;;oui;;;;;;;;07008X0016/098A;5.69976044663;45.7728183208
01;CHAZEY-SUR-AIN;DG390;DG390;06993X0131/P1;78;01099;AERM&C;205.0;23.5;Hors RCS et RCO;;;;;;oui;;;;;;;;06993X0131/P1;5.23063696125;45.8760867005
01;CHAZEY-SUR-AIN;DG390;DG390;06993X0157/000155;77;01099;AERM&C;205.0;20;Hors RCS et RCO;;;;;;;oui;;;;;;;06993X0157/000155;5.23351836746;45.8738011092
01;CHEVRY;DG517;DG517;06288X0073/HY;79;01103;AERM&C;520.0;;Hors RCS et RCO;;;;;;oui;oui;oui;;;;;;06288X0073/HY;6.04627241501;46.2739380334
01;CIVRIEUX;DG525;DG177;06746X0076/105A;80;01105;AERM&C;210.0;;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;06746X0076/105A;4.89539411612;45.9411628236
01;CLEYZIEU;DG149;DG149;07001X0276/107A;81;01107;AERM&C;565.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;07001X0276/107A;5.43963495411;45.8918597195
01;CONAND;DG149;DG149;07001X0277/111A;82;01111;AERM&C;478.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;07001X0277/111A;5.44744102279;45.9177288363
01;CONTREVOZ;DG149;DG149;07007X0008/HY;83;01116;AERM&C;420.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;07007X0008/HY;5.62393555487;45.8129247268
01;CONZIEU;DG149;DG149;07007X0007/117A;85;01117;AERM&C;369.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;07007X0007/117A;5.61218208849;45.7086204912
01;CONZIEU;DG149;DG149;07243X0059/117D;84;01117;AERM&C;314.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;07243X0059/117D;5.5882641476;45.741269109
01;CORBONOD;DG511;DG148;06775X0018/HY;86;01118;AERM&C;380.0;;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06775X0018/HY;5.81223232718;45.9631827132
01;CORCELLES;DG149;DG149;06762X0028/119A;87;01119;AERM&C;885.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;06762X0028/119A;5.59361495434;46.0431346531
01;CORVEISSIAT;DG140;;06521X0019/SCE;0;01125;AERM&C;459.0;;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;;06521X0019/SCE;5.45286166897;46.2707399988
01;CRESSIN-ROCHEFORT;DG330;DG330;07015X0009/F;1;01133;AERM&C;229.0;15.2;Hors RCS et RCO;;;;;;oui;;;;;;;;07015X0009/F;5.78188086713;45.7930456689
01;CRESSIN-ROCHEFORT;DG330;DG330;07015X0010/P;2;01133;AERM&C;229.8;16;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;07015X0010/P;5.77280939365;45.7850005562
01;CULOZ;DG330;DG330;07011X0009/F;3;01138;AERM&C;236.0;17;Hors RCS et RCO;;;;;;oui;oui;oui;;;;;;07011X0009/F;5.7885046083;45.8442013556
01;DAGNEUX;DG390;DG390;06991X0001/S;4;01142;AERM&C;196.0;22;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;;oui;oui;oui;oui;oui;06991X0001/S;5.07447262802;45.8360949678
01;DIVONNE-LES-BAINS;DG517;;06291X0007/HY;5;01143;AERM&C;570.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;06291X0007/HY;6.12364845553;46.3611678227
01;DIVONNE-LES-BAINS;DG517;DG208;06295X0006/F2;8;01143;AERM&C;490.0;199;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;;;;;oui;;06295X0006/F2;6.1269830215;46.3709570547
01;DIVONNE-LES-BAINS;DG517;DG517;06291X0005/143B2;7;01143;AERM&C;640.0;;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06291X0005/143B2;6.14596250797;46.3619341236
01;DIVONNE-LES-BAINS;DG517;DG517;06291X0008/143C;6;01143;AERM&C;490.8;;Hors RCS et RCO;;;;;;;oui;;;;;;;06291X0008/143C;6.15091894244;46.3727731165
01;DORTAN;DG149;DG149;06277X0076/F1;9;01148;AERM&C;305.0;20.7;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06277X0076/F1;5.60933552368;46.2997411611
01;DORTAN;DG149;DG149;06277X0084/SO;10;01148;AERM&C;385.0;;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;;;;;oui;;06277X0084/SO;5.66117304634;46.30866656
01;ECHENEVEX;DG517;DG517;06288X0075/153A;12;01153;AERM&C;520.0;;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06288X0075/153A;6.05377778304;46.315486006
01;ECHENEVEX;DG517;DG517;06288X0076/153C;11;01153;AERM&C;580.0;;Hors RCS et RCO;;;;;;;oui;oui;;;;;;06288X0076/153C;6.06229176894;46.3030732
01;FAREINS;DG525;DG177;06741X0134/SCE;13;01157;AERM&C;193.0;;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;oui;oui;oui;oui;oui;oui;06741X0134/SCE;4.76651655623;46.0074492389
01;FLAXIEU;DG330;DG330;07011X0108/PZ;14;01162;AERM&C;231.0;;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;07011X0108/PZ;5.74524919005;45.8141523841
01;FOISSIAT;DG505;DG505;06262X0007/F;16;01163;AERM&C;189.0;10.5;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06262X0007/F;5.20192874744;46.4088339982
01;FOISSIAT;DG505;DG505;06262X0009/163A;15;01163;AERM&C;192.0;;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06262X0009/163A;5.20558729608;46.405911713
01;GEX;DG148;DG148;06284X1001/HY;20;01173;AERM&C;1040.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;06284X1001/HY;6.0082887482;46.3276033162
01;GEX;DG148;DG148;06284X1014/D;19;01173;AERM&C;930.0;;Hors RCS et RCO;;;;;;;oui;;;;;;;06284X1014/D;6.00851518978;46.3439463026
01;GEX;DG148;DG148;06284X1015/A;18;01173;AERM&C;820.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;06284X1015/A;6.02727385165;46.3689723934
01;GEX;DG517;DG517;06288X0079/N5;22;01173;AERM&C;572.0;67.5;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;06288X0079/N5;6.06610090487;46.3374998636
01;GEX;DG517;DG517;06288X0080/F6;21;01173;AERM&C;565.0;77;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06288X0080/F6;6.05024734251;46.319018355
01;INJOUX-GENISSIAT;DG511;DG511;06771X0015/HY;23;01189;AERM&C;380.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;06771X0015/HY;5.8038482232;46.0597649504
01;INNIMOND;DG149;DG149;07006X0027/P;25;01190;AERM&C;870.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;07006X0027/P;5.56070645367;45.7904294389
01;INNIMOND;DG149;DG149;07006X0028/HY;24;01190;AERM&C;920.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;07006X0028/HY;5.5642096316;45.8081389715
01;IZERNORE;DG149;;06523X0046/192B;26;01192;AERM&C;646.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;06523X0046/192B;5.58270006407;46.2220535021
01;JOURNANS;DG140;;06518X0035/SCE;27;01197;AERM&C;284.0;;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;;06518X0035/SCE;5.32939423603;46.1513161255
01;JUJURIEUX;DG389;DG389;06754X0059/P;28;01199;AERM&C;247.0;;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06754X0059/P;5.38467945994;46.0606231906
01;LA BOISSE;DG326;DG177;06984D0286/P00026;55;01049;AERM&C;230.0;;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;06984D0286/P00026;5.03106916255;45.8473478946
01;LA BURBANCHE;DG149;DG149;07002X0008/HY;61;01066;AERM&C;470.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;07002X0008/HY;5.54404197864;45.8455641383
01;LA BURBANCHE;DG149;DG149;07002X0020/SCE;60;01066;AERM&C;366.0;;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;07002X0020/SCE;5.53507835867;45.8669527865
01;LA CHAPELLE-DU-CHATELARD;DG525;DG177;06508X0004/085A;71;01085;AERM&C;247.0;24.5;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06508X0004/085A;5.02452674242;46.0699857379
01;LA CHAPELLE-DU-CHATELARD;DG525;DG177;06508X0036/P00785;72;01085;AERM&C;247.0;;Hors RCS et RCO;horsRCSRCODRIRE;;;;RCOseul;;oui;;;;;;oui;06508X0036/P00785;4.99837216268;46.0952333105
01;LAGNIEU;DG389;DG389;06758X0060/202B;30;01202;AERM&C;235.0;;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;oui;oui;oui;oui;oui;oui;oui;06758X0060/202B;5.3330115805;45.9078347984
01;LAGNIEU;DG389;DG389;06994X0012/S;29;01202;AERM&C;211.0;15;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06994X0012/S;5.32563816101;45.8907054249
01;LANCRANS;DG511;DG511;06535X0007/HY;88;01205;AERM&C;640.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;06535X0007/HY;5.84798719342;46.1370536395
01;LE POIZAT;DG148;DG148;06528X0004/300A;132;01300;AERM&C;588.0;19.9;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06528X0004/300A;5.67782514672;46.1252008022
01;LEAZ;DG511;DG511;06536X0026/HY;89;01209;AERM&C;520.0;;Hors RCS et RCO;;;;;;;oui;;;;;;;06536X0026/HY;5.88138239831;46.1243074921
01;LEAZ;DG511;DG511;06536X0027/HY;90;01209;AERM&C;530.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;06536X0027/HY;5.87118957444;46.1008258216
01;LEAZ;DG511;DG511;06536X0031/P;92;01209;AERM&C;580.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;06536X0031/P;5.86143893788;46.0947433416
01;LEAZ;DG511;DG511;06536X0033/209C;91;01209;AERM&C;580.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;06536X0033/209C;5.88810718135;46.1278386553
01;LENT;DG525;DG177;06516X0024/211A;93;01211;AERM&C;253.0;4;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;06516X0024/211A;5.178235875;46.1258075433
01;LES NEYROLLES;DG149;DG149;06527X0010/S1;125;01274;AERM&C;528.0;15;Hors RCS et RCO;;;;;;;oui;;;;;;;06527X0010/S1;5.62959070192;46.1171963919
01;LEYSSARD;DG149;DG149;06525X0067/HY;94;01214;AERM&C;605.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;06525X0067/HY;5.47830905701;46.1811438592
01;LHUIS;DG149;DG149;07006X0011/HY;96;01216;AERM&C;305.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;07006X0011/HY;5.539545183;45.7194357928
01;LHUIS;DG149;DG149;07006X0032/HY;95;01216;AERM&C;440.0;;Hors RCS et RCO;;;;;;oui;;oui;;;;;;07006X0032/HY;5.53241011075;45.7228106819
01;LOMPNAS;DG149;DG149;07006X0025/HY;97;01219;AERM&C;640.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;07006X0025/HY;5.52709876325;45.7896571345
01;MARIGNIEU;DG149;DG149;07008X0017/234A;98;01234;AERM&C;33.0;;Hors RCS et RCO;;;;;;;oui;;;;;;;07008X0017/234A;5.72233835688;45.8019010313
01;MARTIGNAT;DG149;;06523X0040/237A2;99;01237;AERM&C;509.0;8.8;Hors RCS et RCO;;;;;;;;oui;;;;;;06523X0040/237A2;5.63281214986;46.2074215506
01;MASSIEUX;DG361;DG361;06746X0089/P00768;101;01238;AERM&C;171.0;;Hors RCS et RCO;horsRCSRCODRIRE;;;;RCOseul;oui;;;;;;;;06746X0089/P00768;4.8059007564;45.8972523896
01;MASSIEUX;DG525;;06746X0032/F;100;01238;AERM&C;225.0;21.55;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06746X0032/F;4.85111680927;45.9191105281
01;MATAFELON-GRANGES;DG149;DG149;06276X1001/P3;105;01240;AERM&C;285.0;29.9;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;;;;;;;06276X1001/P3;5.52822494386;46.2512418496
01;MATAFELON-GRANGES;DG149;DG149;06276X1002/P2;102;01240;AERM&C;285.0;50.8;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;oui;oui;oui;oui;oui;oui;06276X1002/P2;5.53745754412;46.2321353735
01;MATAFELON-GRANGES;DG149;DG149;06522X0040/SOURCE;104;01240;AERM&C;660.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;06522X0040/SOURCE;5.53560125826;46.2307121731
01;MATAFELON-GRANGES;DG149;DG149;06522X0041/HY;103;01240;AERM&C;565.0;;Hors RCS et RCO;;;;;;;oui;;;;;;;06522X0041/HY;5.53596008432;46.2558317065
01;MERIGNAT;DG149;DG149;06761X0016/068B;107;01242;AERM&C;360.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;06761X0016/068B;5.44925465065;46.0594121492
01;MERIGNAT;DG149;DG149;06761X0018/242A2;106;01242;AERM&C;396.0;;Hors RCS et RCO;;;;;;oui;oui;;;;;;;06761X0018/242A2;5.43918009969;46.06960968
01;MERIGNAT;DG149;DG149;06761X0019/242A3;108;01242;AERM&C;499.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;06761X0019/242A3;5.43663636337;46.0667439634
01;MIRIBEL;DG326;DG326;06984C0061/249A;110;01249;AERM&C;174.6;11.6;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06984C0061/249A;4.96889386292;45.825125324
01;MIRIBEL;DG525;DG177;06983X0137/P;109;01249;AERM&C;290.0;;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;oui;oui;oui;oui;oui;oui;06983X0137/P;4.91392933725;45.8725590558
01;MONTAGNIEU;DG149;DG149;07005X0005/255A1;111;01255;AERM&C;240.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;07005X0005/255A1;5.4715956341;45.8151408991
01;MONTANGES;DG148;DG148;06531X0016/HY;112;01257;AERM&C;790.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;06531X0016/HY;5.77416849768;46.1852887439
01;MONTANGES;DG511;DG511;06535X0013/HY;113;01257;AERM&C;475.0;;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06535X0013/HY;5.79513692129;46.1520673167
01;MONTHIEUX;DG525;DG177;06747X0001/FP1;114;01261;AERM&C;295.0;41;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06747X0001/FP1;4.9250820283;45.9689962385
01;MONTHIEUX;DG525;DG177;06747X0058/P00802;116;01261;AERM&C;295.0;;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;06747X0058/P00802;4.93827266417;45.9487778542
01;MONTHIEUX;DG525;DG177;06747X0059/P00803;115;01261;AERM&C;295.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;06747X0059/P00803;4.93149825962;45.949123894
01;MURS-ET-GELIGNIEUX;DG326;DG326;07244X0032/F;121;01268;AERM&C;216.0;14.6;Hors RCS et RCO;;;;;;;oui;;;;;;;07244X0032/F;5.67298779205;45.6413256839
01;NANTUA;DG149;DG149;06527X0038/269A3;123;01269;AERM&C;497.0;;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;06527X0038/269A3;5.60204235465;46.1615331875
01;NANTUA;DG149;DG149;06527X0040/269A2;122;01269;AERM&C;504.0;;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06527X0040/269A2;5.60743074733;46.1511060781
01;NEUVILLE-SUR-AIN;DG140;;06518X0015/HY;124;01273;AERM&C;260.0;;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;;06518X0015/HY;5.38516133472;46.084725695
01;NURIEUX-VOLOGNAT;DG149;DG149;06522X0029/267A;119;01267;AERM&C;523.0;;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06522X0029/267A;5.50984354461;46.1612764529
01;NURIEUX-VOLOGNAT;DG149;DG149;06522X0030/HY;117;01267;AERM&C;755.0;;Hors RCS et RCO;;;;;;;oui;;;;;;;06522X0030/HY;5.49991727774;46.1973490809
01;NURIEUX-VOLOGNAT;DG149;DG149;06522X0031/267C1;120;01267;AERM&C;590.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;06522X0031/267C1;5.50922531225;46.163636435
01;NURIEUX-VOLOGNAT;DG149;DG149;06522X0034/267B2;118;01267;AERM&C;643.0;;Hors RCS et RCO;;;;;;oui;;;;;;;;06522X0034/267B2;5.51004262697;46.2032955561
01;PERON;DG517;DG517;06533X0034/288A;126;01288;AERM&C;500.0;;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;;06533X0034/288A;5.94221985753;46.1774096366
01;PERONNAS;DG525;DG177;06512X0023/289A;127;01289;AERM&C;245.0;31;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;06512X0023/289A;5.20854860876;46.1635377336
01;PERONNAS;DG525;DG177;06512X0078/P0076;128;01289;AERM&C;245.0;;Hors RCS et RCO;;;;;;;oui;;;;;;;06512X0078/P0076;5.23474699124;46.1560489323
01;PEROUGES;DG212;DG177;06756X0054/HY;129;01290;AERM&C;240.0;;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;oui;oui;oui;oui;oui;oui;06756X0054/HY;5.17819616455;45.9096903119
01;PEYRIEU;DG149;;07243X0063/HY;130;01294;AERM&C;400.0;;Hors RCS et RCO;;;;;;;;oui;;;;;;07243X0063/HY;5.6685229921;45.655940217
01;PIZAY;DG525;DG177;06991X0031/P;131;01297;AERM&C;248.0;;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;06991X0031/P;5.08852252102;45.9059478063
01;POLLIAT;DG177;DG177;06512X0053/P2;133;01301;AERM&C;209.0;15;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;oui;oui;oui;oui;oui;oui;06512X0053/P2;5.14493512202;46.2437652924
01;PONCIN;DG149;DG149;06525X0061/P;134;01303;AERM&C;320.0;;Hors RCS et RCO;;;;;;oui;;oui;;;;;;06525X0061/P;5.42532746738;46.0648862391
01;POUGNY;DG517;DG231;06537X0014/F2;137;01308;AERM&C;332.5;14.6;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;06537X0014/F2;5.93832214462;46.1414414594
01;POUGNY;DG517;DG231;06537X0097/P00987;136;01308;AERM&C;333.0;;Hors RCS et RCO;;;;;;oui;oui;oui;;;;;;06537X0097/P00987;5.96714313321;46.1499412223
