year;CD_PARAMETRE;AG001;AG002;AG003;AG004;AG005;AG006;AG007;AG008;AG009;AG010;AG011;AG012;AG013;AG014;AG015;AG018;B1G007;B1G009;B1G011;B1G013;B1G015;B1G018;B1G019;B1G020;B1G021;B1G023;B1G025;B2G016;B2G017;CG001;CG002;CG003;CG004;CG005;CG006;CG008;CG010;CG016;CG017;CG022;CG024;CG026;CG027;CG028;DG101;DG102;DG104;DG105;DG106;DG107;DG108;DG110;DG111;DG112;DG113;DG115;DG117;DG118;DG123;DG125;DG126;DG128;DG130;DG132;DG133;DG139;DG140;DG144;DG145;DG146;DG147;DG148;DG149;DG150;DG151;DG152;DG153;DG154;DG155;DG156;DG157;DG158;DG159;DG160;DG161;DG162;DG163;DG164;DG165;DG166;DG167;DG168;DG169;DG170;DG171;DG172;DG173;DG174;DG175;DG176;DG177;DG178;DG179;DG202;DG203;DG205;DG206;DG207;DG208;DG209;DG210;DG212;DG213;DG215;DG217;DG218;DG220;DG222;DG223;DG224;DG225;DG226;DG228;DG231;DG233;DG234;DG235;DG237;DG239;DG240;DG241;DG242;DG243;DG244;DG245;DG247;DG248;DG303;DG304;DG306;DG308;DG311;DG313;DG314;DG315;DG316;DG319;DG321;DG322;DG323;DG326;DG327;DG330;DG332;DG334;DG337;DG338;DG340;DG341;DG342;DG343;DG344;DG346;DG348;DG349;DG350;DG351;DG352;DG353;DG354;DG355;DG356;DG357;DG358;DG359;DG360;DG361;DG362;DG363;DG364;DG365;DG366;DG367;DG368;DG369;DG370;DG371;DG372;DG373;DG374;DG375;DG376;DG377;DG378;DG379;DG380;DG381;DG382;DG383;DG384;DG385;DG386;DG387;DG388;DG389;DG390;DG391;DG392;DG393;DG394;DG395;DG396;DG397;DG403;DG405;DG406;DG407;DG408;DG409;DG410;DG411;DG412;DG413;DG414;DG415;DG417;DG418;DG419;DG420;DG421;DG422;DG423;DG500;DG502;DG503;DG504;DG505;DG506;DG510;DG511;DG513;DG514;DG515;DG516;DG517;DG518;DG519;DG520;DG521;DG522;DG523;DG524;DG525;DG526;DG527;DG528;DG529;DG530;DG531;DG532;DG533;DG601;DG602;DG603;DG604;DG607;DG609;DG610;DG611;DG612;DG613;DG614;DG615;DG617;DG618;EG131;EG211;EG214;EG335;EG398;EG399;EG400;EG401;EG402;EG605;EG606;EG619;EG620;EG621;FG001;FG002;FG003;FG004;FG005;FG006;FG007;FG008;FG009;FG010;FG011;FG012;FG013;FG014;FG015;FG016;FG017;FG018;FG019;FG020;FG021;FG022;FG023;FG024;FG025;FG026;FG027;FG028;FG029;FG030;FG031;FG033;FG034;FG035;FG036;FG037;FG038;FG039;FG040;FG041;FG042;FG043;FG044;FG045;FG046;FG047;FG048;FG049;FG050;FG051;FG052;FG053;FG054;FG056;FG057;FG058;FG059;FG060;FG061;FG062;FG063;FG064;FG065;FG066;FG067;FG068;FG069;FG070;FG071;FG072;FG073;FG074;FG075;FG076;FG077;FG078;FG079;FG080;FG081;FG082;FG083;FG084;FG085;FG086;FG087;FG088;FG089;FG090;FG091;FG092;FG093;FG094;FG095;FG096;FG097;FG098;FG099;FG100;FG101;FG102;FG103;FG105;GG001;GG002;GG003;GG004;GG005;GG006;GG007;GG008;GG009;GG010;GG011;GG012;GG013;GG014;GG015;GG016;GG017;GG018;GG019;GG020;GG021;GG022;GG023;GG024;GG025;GG026;GG027;GG028;GG029;GG030;GG031;GG032;GG033;GG034;GG035;GG036;GG038;GG039;GG040;GG041;GG042;GG043;GG044;GG045;GG046;GG047;GG048;GG049;GG050;GG051;GG052;GG053;GG054;GG055;GG056;GG057;GG058;GG059;GG060;GG061;GG062;GG063;GG064;GG065;GG066;GG067;GG068;GG069;GG070;GG071;GG072;GG073;GG074;GG075;GG076;GG077;GG078;GG079;GG080;GG081;GG082;GG083;GG084;GG085;GG086;GG087;GG088;GG089;GG090;GG091;GG092;GG093;GG094;GG095;GG096;GG097;GG098;GG099;GG100;GG101;GG102;GG103;GG104;GG105;GG106;GG107;GG108;GG109;GG110;GG111;GG112;GG113;GG114;GG115;GG116;GG117;GG118;GG119;GG120;GG121;GG122;GG123;GG124;GG126;GG128;GG129;GG130;GG131;GG132;GG133;GG134;GG135;GG136;GG137;GG138;GG139;GG140;GG141;GG142;GG143;HG001;HG002;HG003;HG004;HG005;HG006;HG007;HG008;HG101;HG102;HG103;HG104;HG105;HG106;HG107;HG201;HG202;HG203;HG204;HG205;HG206;HG207;HG208;HG209;HG210;HG211;HG212;HG213;HG214;HG215;HG216;HG217;HG218;HG301;HG302;HG303;HG304;HG305;HG306;HG307;HG308;HG309;HG310;HG401;HG402;HG501;HG502;HG503;HG504;HG505;HG506;HG507;HG508;TOT_FRANCE;Type;CODE_FONCTION;CODE_FAMILLE
2007;1083;0.01;0.01;0.01;0.01;0.011;0.016;;0.01;0.01;0.012;0.015;0.02;0.014;;;;0.007;0.004;0.005;0.005;0.003;0.002;0.002;0.003;0.005;0.003;0.005;0.01;0.01;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.01;0.021;0.015;0.01;0.01;;0.025;;;0.025;0.013;0.01;0.011;;0.013;0.01;0.01;0.01;0.021;0.011;;0.024;0.02;0.025;0.025;0.01;0.01;0.025;0.025;0.023;0.01;0.01;0.024;0.024;0.01;0.01;0.01;0.01;0.01;0.01;;0.01;0.01;0.01;0.01;;0.022;0.022;0.022;0.022;0.01;;;0.01;;;0.023;0.021;;;0.01;0.021;0.01;0.01;0.01;0.022;;;0.018;;;0.01;0.01;0.01;0.011;0.01;0.01;;;0.018;;0.01;0.02;0.025;0.014;0.025;0.025;0.021;0.01;0.01;0.01;0.01;0.013;0.01;0.025;0.022;;0.011;;0.02;0.025;0.016;0.01;0.025;0.01;0.01;0.02;0.01;0.023;;0.024;0.01;0.023;0.01;;0.01;0.018;0.01;0.01;0.022;;0.025;0.01;0.01;;0.01;;0.025;0.025;0.025;0.01;0.01;0.024;;0.01;0.025;;0.01;0.01;0.01;;0.01;;0.01;;;0.019;0.021;;0.02;0.019;;0.01;0.01;0.01;0.01;0.022;0.01;0.01;;0.024;0.019;;;0.02;0.025;0.021;0.01;0.022;0.025;0.01;0.025;0.025;0.025;0.011;0.01;0.01;0.01;0.025;0.01;;0.025;0.025;0.01;0.01;0.01;0.021;0.01;;0.01;0.014;0.01;0.018;;0.011;0.025;;0.022;;0.01;0.022;0.01;;0.023;0.025;0.01;0.01;0.025;0.023;;;;0.01;0.011;0.01;0.01;;0.01;0.01;0.01;0.01;0.01;0.012;0.01;0.025;;;0.01;0.01;0.01;;0.01;;0.01;0.037;;0.025;;0.01;0.015;0.03;0.01;0.034;0.01;;0.01;0.05;0.05;0.019;0.02;0.02;0.014;;0.021;0.025;0.02;0.031;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.025;0.025;0.025;0.025;0.039;0.035;;0.01;0.025;;0.023;;;0.025;0.025;0.025;0.025;0.025;0.024;0.035;;0.01;0.026;0.025;;;;0.01;0.021;0.025;0.024;;;;;0.02;0.015;;;;;0.01;0.01;0.05;0.025;0.025;;0.01;;0.036;0.032;0.032;;0.01;0.015;0.05;0.011;0.007;0.05;;;;;0.025;0.025;;;0.025;0.025;;0.05;0.011;0.01;0.039;0.01;0.05;;0.05;;;;;;;;;;;;;;;;;;;;0.05;;;;;;;0.05;;;;;0.01;;;0.01;;0.01;;;;;0.05;;;;0.01;0.025;;;0.025;0.024;0.025;0.013;;0.025;;0.005;0.01;0.007;0.007;0.01;;;0.009;0.01;0.01;0.01;0.009;0.008;0.009;0.009;0.009;0.008;0.008;0.007;0.008;0.009;0.01;0.009;0.008;0.009;0.006;0.008;0.014;0.01;0.02;0.008;0.008;0.014;0.016;0.015;0.017;0.01;0.008;0.025;0.015;0.005;0.006;0.015;0.02;;;;;;0.025;0.025;;;0.01;;0.009;0.01;0.011;0.015;;;0.039;0.05;;0.05;0.05;0.05;0.005;0.005;0.009;;0.005;;0.017;0.005;0.01;0.008;0.005;;;0.008;0.005;0.017;0.005;0.05;;0.007;0.01;;0.014;0.022;0.006;0.005;0.008;0.009;0.006;0.005;0.01;0.011;0.009;0.021;0.01;0.015;0.02;0.017;0.013;0.013;0.011;0.022;0.009;0.004;0.006;0.008;0.01;0.013;0.01;0.01;0.004;0.007;0.009;0.01;0.01;0.01;0.01;0.01;0.009;0.006;0.008;0.009;0.01;0.008;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.009;0.015;I;I;Organophosphorés
2007;1092;0.046;0.037;0.044;0.037;0.041;0.045;0.05;0.048;0.041;0.046;0.01;0.021;0.01;0.05;0.05;0.05;0.023;0.016;0.017;0.013;0.016;0.01;;0.015;0.016;0.013;0.018;0.049;0.05;0.025;0.025;0.014;0.014;0.014;0.018;0.014;0.015;0.015;0.014;0.011;0.015;0.012;0.025;0.013;0.02;0.02;0.02;0.02;;;0.025;;;0.025;0.02;;0.02;;0.025;0.02;;0.02;0.024;0.02;;;0.023;0.02;;0.02;0.02;0.025;0.025;0.024;0.02;0.02;0.025;0.025;0.02;0.02;;0.02;;0.02;;;;;;;;;;;0.02;;;;;;0.024;0.024;;0.021;;0.02;0.02;;0.02;0.023;;;0.022;;0.021;0.02;;;0.02;;0.02;;0.025;0.022;;;0.02;0.025;0.02;0.023;;0.02;;;0.02;0.02;0.02;0.02;;0.024;;0.02;;0.02;0.025;0.02;0.02;0.025;0.02;0.02;0.023;0.02;0.024;;0.02;0.02;0.02;0.02;;0.02;0.02;0.024;0.02;0.024;;;0.02;0.02;;0.02;;0.025;0.025;0.025;0.02;0.02;0.024;;0.02;;;0.02;0.02;0.02;;0.02;;0.02;;;;0.02;;0.023;0.02;;0.02;0.02;0.02;0.02;0.024;0.02;0.02;;0.025;0.023;0.025;0.025;0.023;0.025;0.024;0.02;0.022;;;;0.025;;0.02;;0.02;;0.025;0.02;;0.025;0.025;;;;0.025;;0.025;;0.02;0.02;0.022;0.024;0.02;0.024;;;;0.02;0.024;0.02;;0.02;0.025;0.02;0.022;0.025;0.024;;;;;0.02;0.02;;;;;;;;;;0.025;;;;0.02;0.02;0.022;0.02;;0.02;0.02;;0.02;;0.02;0.02;0.02;0.02;0.02;0.02;;;;;0.04;0.011;0.012;0.019;;;;0.016;;;;;;;;;;;;;;;;;0.012;;0.013;0.012;;;;;;;0.004;0.017;;;;0.012;;;;;;;0.012;0.013;;;;;;;;;;;;;;;;;;;;;;;;;0.027;0.025;;;0.012;;;;;;;;;;;;;;;;;;;;;;;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.044;0.044;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.036;0.05;0.05;0.033;0.032;0.027;0.032;0.05;0.045;0.05;0.038;0.05;0.017;0.024;0.017;0.043;;0.044;0.048;0.038;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.03;;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.028;0.033;0.025;0.025;0.025;0.041;0.05;0.05;0.05;0.05;0.05;;0.038;0.05;0.05;0.05;0.05;0.025;0.035;0.025;0.025;0.05;;0.045;0.05;0.05;0.05;0.05;0.05;0.025;0.025;0.025;0.05;0.025;0.05;0.038;0.025;;0.025;0.025;0.05;0.05;0.036;0.025;0.025;0.025;0.05;0.05;0.026;0.025;0.05;0.04;0.04;0.05;0.05;0.045;0.04;0.05;0.05;0.029;0.04;0.043;0.038;0.047;0.045;0.038;0.046;0.042;0.042;0.047;0.038;0.05;0.05;0.05;0.047;0.046;0.043;0.04;0.028;0.041;0.05;0.05;0.05;0.047;0.044;0.03;0.032;0.05;0.03;0.045;0.05;0.028;0.05;0.05;0.05;0.027;0.05;0.03;0.029;0.032;0.03;0.029;0.027;0.05;0.031;I;H;Carbamates
2007;1094;;;;;;;;;;;;0.022;;;;;0.007;0.005;0.005;0.005;0.005;;;0.005;0.005;0.005;0.005;;0.01;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.01;0.01;0.01;0.01;;;0.025;;;0.025;0.01;;0.01;;0.013;0.01;;0.01;0.021;0.01;;0.025;0.02;0.01;;0.01;0.01;0.025;0.025;0.023;0.01;0.01;0.024;0.024;0.01;0.01;;0.01;;0.01;;;0.01;0.01;0.01;;0.025;0.025;0.025;0.025;0.01;0.025;;0.01;;;0.023;0.021;;;;0.021;0.01;;0.01;0.022;;;0.018;;;0.01;;;0.01;;0.01;;;0.018;;0.01;0.01;0.025;0.01;0.025;;0.01;;0.01;0.01;0.01;0.01;0.01;;0.022;;0.01;;0.01;0.025;0.01;0.01;0.025;0.01;0.01;0.02;0.01;0.021;;0.024;0.01;0.023;0.01;;0.01;0.018;0.01;0.01;0.022;;;0.01;0.01;;0.01;;0.025;0.025;0.025;0.01;0.01;0.023;;0.02;;;0.01;0.01;0.01;;0.01;;0.01;;;0.025;0.021;;0.02;0.01;;0.01;0.01;0.01;0.01;0.022;0.01;0.01;;0.024;0.019;;;0.02;0.025;0.021;0.01;0.015;;;;0.025;;0.01;;0.01;;0.025;0.01;;0.025;0.025;0.01;0.01;;0.025;0.01;0.025;;0.01;0.01;0.018;0.025;0.01;0.023;;0.025;;0.01;0.021;0.01;;0.024;0.025;0.01;0.01;0.025;0.023;;;;;0.01;0.01;;;;;;;;;0.01;0.025;;;;0.01;0.01;0.025;0.01;;0.01;0.01;;0.01;;0.01;0.01;0.01;0.01;0.01;0.01;;;;;;;0.025;0.018;;0.025;0.025;;0.025;;;;;;;;0.025;0.025;0.025;0.025;0.025;;;;0.023;;0.014;0.01;;0.025;0.025;0.025;0.025;0.025;0.025;;;;0.023;0.013;0.01;0.01;;;0.021;0.025;0.018;0.01;;0.01;;0.025;0.025;;;;;;;;0.025;0.025;;;;;;;;;;;0.01;0.005;;;0.01;;;0.025;0.025;;;0.025;0.025;;;;;;;;;;;;;;;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.018;0.01;0.01;0.02;0.02;0.024;0.022;0.01;0.014;0.01;0.01;0.01;0.01;0.01;0.009;0.01;;0.009;0.01;0.008;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.011;0.009;;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.008;0.024;0.011;0.005;0.005;0.005;0.01;0.01;0.01;0.01;0.013;0.019;;0.018;0.01;0.01;0.01;0.01;0.005;0.007;0.005;0.015;0.01;;0.009;0.01;0.01;0.01;0.01;0.01;0.005;0.005;0.005;0.01;0.005;0.01;0.014;0.005;;0.005;0.005;0.01;0.01;0.005;0.005;0.005;0.005;0.01;0.01;0.005;0.005;0.01;0.007;0.021;0.01;0.01;0.01;0.007;0.01;0.01;0.005;0.005;0.007;0.021;0.012;0.014;0.02;0.016;0.005;0.005;0.01;0.021;0.01;0.01;0.01;0.009;0.009;0.015;0.005;0.005;0.01;0.01;0.01;0.01;0.007;0.005;0.01;0.01;0.01;0.01;0.01;0.01;0.005;0.01;0.01;0.01;0.005;0.01;0.005;0.005;0.006;0.005;0.005;0.005;0.01;0.014;no ref;I;Divers (organiques)
2007;1101;0.023;0.02;0.023;0.02;0.022;0.023;0.025;0.024;0.023;0.024;0.01;0.021;0.01;0.025;0.025;0.025;0.009;0.009;0.008;0.009;0.009;0.01;0.01;0.009;0.008;0.009;0.008;0.025;0.021;0.008;0.018;0.014;0.007;0.008;0.007;0.009;0.008;0.008;0.009;0.01;0.008;0.009;0.005;0.009;0.017;0.013;0.02;0.045;0.012;;0.015;;0.05;0.02;0.016;0.012;0.014;;0.019;0.014;;0.018;0.016;0.014;;;0.018;0.021;0.044;0.024;0.032;0.015;0.015;0.018;0.02;0.02;0.015;0.016;0.02;0.02;;0.02;0.012;0.02;;0.012;0.005;0.005;0.005;;;;;;0.02;0.025;;0.005;;;0.016;0.017;;0.01;;0.02;0.019;0.012;0.02;0.016;;;0.018;;0.01;0.02;0.012;;0.015;0.012;0.02;;;0.018;;0.005;0.02;0.015;0.015;0.015;0.02;0.02;;;0.02;0.02;0.046;0.041;0.04;0.017;;0.014;0.05;0.028;0.015;0.012;0.045;0.015;0.016;0.016;0.029;0.02;0.018;;0.016;0.02;0.016;0.046;0.05;0.02;0.02;0.02;0.02;0.016;;0.049;0.02;0.02;;0.02;;0.015;0.015;0.015;0.02;0.02;0.017;;0.023;0.02;;0.02;0.02;0.02;;0.02;0.048;0.02;;0.05;;0.02;;0.017;0.02;;0.02;0.017;0.016;0.02;0.016;0.01;0.02;;0.015;0.017;;;0.017;0.015;0.025;0.008;0.02;0.02;;0.025;0.047;0.02;0.013;0.012;0.016;0.01;0.018;0.02;;0.015;0.015;0.005;0.005;0.005;0.015;0.005;0.025;;0.02;0.02;0.018;0.018;0.016;0.025;;;0.05;0.02;0.018;0.013;;0.02;0.015;0.02;0.02;0.015;0.016;0.05;;;;0.018;0.016;0.012;;0.012;0.012;;0.012;0.012;;0.005;0.016;;;;0.02;0.02;0.015;0.02;;0.02;0.04;;0.031;0.005;0.011;0.018;0.02;0.02;0.023;0.006;;0.018;0.02;0.02;0.024;0.046;0.044;0.027;0.002;0.01;0.005;0.044;0.012;0.026;0.01;0.01;0.01;0.01;0.01;0.006;0.004;0.006;0.006;0.007;0.01;0.015;0.008;0.01;0.013;0.02;0.013;0.013;0.002;0.005;0.008;0.008;0.006;0.008;0.011;0.03;0.002;0.01;0.008;0.02;0.015;0.02;0.02;0.009;0.009;0.01;0.01;0.011;0.002;0.01;;0.008;0.009;;;;0.009;0.01;0.01;0.016;0.016;0.007;0.014;0.01;0.022;0.012;0.007;0.009;;0.01;0.011;0.015;0.013;0.007;0.009;0.02;0.015;0.023;0.016;0.009;0.009;0.007;0.002;0.005;0.008;0.025;0.019;0.01;0.01;0.017;0.012;0.011;0.02;0.02;;0.014;0.002;0.002;0.02;0.01;0.01;0.01;0.01;0.01;0.015;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.011;0.012;0.01;0.01;0.012;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.021;0.01;0.01;0.01;0.01;0.016;0.01;0.01;0.013;0.015;0.015;0.018;0.01;0.011;0.01;0.015;0.01;0.022;0.021;0.022;0.01;;0.004;0.009;0.01;0.009;0.009;0.008;0.009;0.009;0.01;0.008;0.008;0.007;0.01;0.009;0.01;0.009;0.008;0.009;0.006;0.009;0.011;0.011;0.02;0.009;0.013;0.012;0.015;0.013;0.012;0.011;0.009;0.015;0.015;0.007;0.013;0.012;0.034;0.01;0.01;0.01;0.011;0.01;0.02;0.012;0.01;0.01;0.01;0.01;0.017;0.01;0.011;0.01;0.01;0.01;0.011;0.015;0.01;0.019;0.021;0.024;0.009;0.012;0.009;0.01;0.011;0.01;0.011;0.005;0.01;0.008;0.005;0.01;0.01;0.02;0.005;0.012;0.005;0.02;0.01;0.019;0.01;0.01;0.024;0.022;0.006;0.008;0.005;0.02;0.007;0.007;0.021;0.02;0.016;0.021;0.01;0.012;0.023;0.012;0.01;0.01;0.006;0.021;0.006;0.008;0.007;0.016;0.016;0.013;0.011;0.021;0.009;0.005;0.011;0.01;0.009;0.005;0.006;0.006;0.009;0.008;0.005;0.012;0.021;0.006;0.006;0.007;0.022;0.007;0.017;0.02;0.015;0.018;0.019;0.022;0.006;0.017;I;H;Divers (organiques)
2007;1102;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;;0.05;0.05;0.05;;;0.007;0.005;0.005;0.005;0.005;;;0.005;0.005;0.005;0.005;0.05;0.02;0.009;0.018;0.018;0.007;0.005;0.006;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.007;0.005;0.01;0.023;0.01;0.01;;;0.025;;;0.025;0.018;;0.025;;0.024;0.025;;0.01;0.021;0.025;;0.028;0.02;0.01;;0.01;0.01;0.025;0.025;0.023;0.01;0.01;0.024;0.024;0.013;0.01;;0.01;;0.01;;;0.009;0.009;0.006;;0.043;0.034;0.035;0.03;0.01;0.025;;0.008;;;0.023;0.021;;0.025;;0.026;0.01;;0.01;0.022;;;0.018;;0.025;0.01;;;0.018;;0.01;;0.025;0.018;;0.008;0.01;0.025;0.025;0.025;;0.01;;0.005;0.01;0.01;0.01;0.01;;0.022;;0.019;;0.01;0.025;0.023;0.01;0.025;0.01;0.01;0.02;0.01;0.021;;0.024;0.01;0.023;0.01;;0.01;0.018;0.023;0.01;0.022;;;0.01;0.01;;0.01;;0.025;0.025;0.025;0.01;0.01;0.023;;0.01;;;0.01;0.01;0.01;;0.01;;0.01;;;0.025;0.031;;0.02;0.01;;0.01;0.01;0.01;0.01;0.022;0.008;0.01;;0.024;0.019;0.025;0.025;0.02;0.025;0.021;0.009;0.015;;;;0.025;;0.025;;0.025;;0.025;0.01;;0.025;0.025;0.008;0.008;0.01;0.025;0.008;0.025;;0.01;0.01;0.018;0.025;0.019;0.023;;0.035;;0.01;0.021;0.01;;0.034;0.025;0.01;0.015;0.025;0.023;;;;;0.015;0.01;;;;;;;;0.025;0.007;0.025;;;;0.01;0.01;0.025;0.01;;0.01;0.01;;0.01;;0.01;0.01;0.01;0.01;0.01;0.01;;0.05;;;;;;0.025;;;;;;0.05;0.05;0.05;0.05;0.05;0.05;;;;;;;0.05;;0.05;;;;;;;;;;;;;;0.05;;;;;;;;;;0.01;;;;;;;;;;0.05;0.05;;;;;0.05;;0.05;0.05;0.05;;0.05;0.05;;0.049;0.05;;;;;;;;;;;;;;0.05;0.05;0.05;0.05;;;;;;;;;0.01;0.01;0.01;0.01;0.01;0.013;0.01;0.01;0.01;0.014;0.015;0.017;0.01;0.01;0.011;0.01;0.01;0.014;0.014;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.03;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.018;0.01;0.01;0.02;0.021;0.024;0.015;0.01;0.013;0.01;0.01;0.01;0.01;0.01;0.018;0.01;;0.01;0.01;0.049;0.05;0.05;0.05;0.05;0.05;0.05;;;;0.05;0.05;;;;;;;0.017;0.038;;0.05;0.04;0.01;;0.05;0.01;0.017;0.016;0.024;0.045;0.01;0.024;;0.01;0.01;0.01;0.01;0.01;0.01;;0.018;0.01;0.01;0.042;0.01;0.05;0.01;0.05;0.019;0.01;;0.01;0.01;0.017;0.01;0.01;0.01;;0.025;0.03;0.01;0.025;0.01;0.016;;;;;0.01;0.01;0.05;;0.01;;0.01;0.01;0.027;0.018;0.01;0.042;0.05;0.01;0.01;0.01;0.041;0.01;0.01;0.03;0.05;0.036;0.047;0.021;0.031;0.05;0.05;0.043;0.044;0.05;0.05;0.01;0.01;0.01;0.021;0.037;0.047;0.037;0.029;0.01;0.01;0.01;0.01;0.041;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.03;0.01;0.01;0.01;0.028;0.01;0.035;0.032;0.034;0.034;0.032;0.029;0.01;0.026;I;I,N;Carbamates
