;CD_STATION;NUM_COM;NOM_COM;NUM_DEP;codagence;ALTITUDE;PROFONDEUR_MAXI_POINT;Unité_coord_fictifs;X_FICT_L93;Y_FICT_L93;CD_ME_v2;CD_ME_niv1_surf;reseau2009;reseau2010;reseau2011;reseau2012;reseau2013;reseau2014;fi_ma_2007;fi_ma_2008;fi_ma_2009;fi_ma_2010;fi_ma_2011;fi_ma_2012;fi_ma_2013;fi_ma_2014
0;06521X0019/SCE;01125;CORVEISSIAT;01;AERM&C;459.0;;01125_ _FRDG140;888869.860702;6577473.5491;;DG140;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1;07015X0009/F;01133;CRESSIN-ROCHEFORT;01;AERM&C;229.0;15.2;01133_FRDG511_FRDG330;916062.939502;6525297.8829;DG330;DG330;Hors RCS et RCO;;;;;;oui;;;;;;;
2;07015X0010/P;01133;CRESSIN-ROCHEFORT;01;AERM&C;229.8;16;01133_FRDG511_FRDG330;915390.033302;6524380.2369;DG330;DG330;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
3;07011X0009/F;01138;CULOZ;01;AERM&C;236.0;17;01138_FRDG511_FRDG330;916376.604002;6530993.3539;DG330;DG330;Hors RCS et RCO;;;;;;oui;oui;oui;;;;;
4;06991X0001/S;01142;DAGNEUX;01;AERM&C;196.0;22;01142_FRDG240_FRDG390;861009.219501;6528387.2529;DG390;DG390;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;;oui;oui;oui;oui;oui
5;06291X0007/HY;01143;DIVONNE-LES-BAINS;01;AERM&C;570.0;;01143_FRDG208_FRDG517;940099.105102;6589331.6931;;DG517;Hors RCS et RCO;;;;;;oui;;;;;;;
6;06291X0008/143C;01143;DIVONNE-LES-BAINS;01;AERM&C;490.8;;01143_FRDG208_FRDG517;942142.727102;6590702.7568;DG517;DG517;Hors RCS et RCO;;;;;;;oui;;;;;;
7;06291X0005/143B2;01143;DIVONNE-LES-BAINS;01;AERM&C;640.0;;01143_FRDG208_FRDG517;941809.979802;6589484.8178;DG517;DG517;Hors RCS et RCO;;;;;;oui;;oui;;;;;
8;06295X0006/F2;01143;DIVONNE-LES-BAINS;01;AERM&C;490.0;199;01143_FRDG208_FRDG517;940312.242502;6590428.1128;DG208;DG517;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;;;;;oui;
9;06277X0076/F1;01148;DORTAN;01;AERM&C;305.0;20.7;01148_ _FRDG149;900807.654302;6581078.64;DG149;DG149;Hors RCS et RCO;;;;;;oui;;oui;;;;;
10;06277X0084/SO;01148;DORTAN;01;AERM&C;385.0;;01148_ _FRDG149;904762.040602;6582202.4013;DG149;DG149;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;;;;;oui;
11;06288X0076/153C;01153;ECHENEVEX;01;AERM&C;580.0;;01153_FRDG208_FRDG517;935635.454202;6582700.2326;DG517;DG517;Hors RCS et RCO;;;;;;;oui;oui;;;;;
12;06288X0075/153A;01153;ECHENEVEX;01;AERM&C;520.0;;01153_FRDG231_FRDG517;934927.354502;6584052.3048;DG517;DG517;Hors RCS et RCO;;;;;;oui;;oui;;;;;
13;06741X0134/SCE;01157;FAREINS;01;AERM&C;193.0;;01157_FRDG177_FRDG525;836686.016301;6546830.1024;DG177;DG525;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;oui;oui;oui;oui;oui;oui
14;07011X0108/PZ;01162;FLAXIEU;01;AERM&C;231.0;;01162_FRDG511_FRDG330;913137.513602;6527540.8054;DG330;DG330;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui
15;06262X0009/163A;01163;FOISSIAT;01;AERM&C;192.0;;01163_FRDG212_FRDG505;869415.772301;6591917.2702;DG505;DG505;Hors RCS et RCO;;;;;;oui;;oui;;;;;
16;06262X0007/F;01163;FOISSIAT;01;AERM&C;189.0;10.5;01163_FRDG212_FRDG505;869125.775801;6592233.8325;DG505;DG505;Hors RCS et RCO;;;;;;oui;;oui;;;;;
17;06522X0009/F;01170;BEARD-GEOVREISSIAT;01;AERM&C;475.0;48.5;01170_ _FRDG149;897503.826002;6568637.0348;DG149;DG149;Hors RCS et RCO;;;;;;oui;;oui;;;;;
18;06284X1015/A;01173;GEX;01;AERM&C;820.0;;01173_ _FRDG148;932661.742402;6589909.2547;DG148;DG148;Hors RCS et RCO;;;;;;oui;;;;;;;
19;06284X1014/D;01173;GEX;01;AERM&C;930.0;;01173_ _FRDG148;931326.606102;6587076.9422;DG148;DG148;Hors RCS et RCO;;;;;;;oui;;;;;;
20;06284X1001/HY;01173;GEX;01;AERM&C;1040.0;;01173_ _FRDG148;931378.331502;6585262.6588;DG148;DG148;Hors RCS et RCO;;;;;;oui;;;;;;;
21;06288X0080/F6;01173;GEX;01;AERM&C;565.0;77;01173_FRDG231_FRDG517;934640.743102;6584433.7915;DG517;DG517;Hors RCS et RCO;;;;;;oui;;oui;;;;;
22;06288X0079/N5;01173;GEX;01;AERM&C;572.0;67.5;01173_FRDG231_FRDG517;935779.994102;6586531.9008;DG517;DG517;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
23;06771X0015/HY;01189;INJOUX-GENISSIAT;01;AERM&C;380.0;;01189_ _FRDG511;916716.865402;6554958.8432;DG511;DG511;Hors RCS et RCO;;;;;;;;oui;;;;;
24;07006X0028/HY;01190;INNIMOND;01;AERM&C;920.0;;01190_ _FRDG149;899108.639502;6526400.8048;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;
25;07006X0027/P;01190;INNIMOND;01;AERM&C;870.0;;01190_ _FRDG149;898900.482502;6524426.3567;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;
26;06523X0046/192B;01192;IZERNORE;01;AERM&C;646.0;;01192_ _FRDG149;899040.727002;6572388.4891;;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;
27;06518X0035/SCE;01197;JOURNANS;01;AERM&C;284.0;;01197_ _FRDG140;879756.902702;6563929.2192;;DG140;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
28;06754X0059/P;01199;JUJURIEUX;01;AERM&C;247.0;;01199_FRDG240_FRDG389;884326.038602;6553989.6384;DG389;DG389;Hors RCS et RCO;;;;;;oui;;oui;;;;;
29;06994X0012/S;01202;LAGNIEU;01;AERM&C;211.0;15;01202_FRDG240_FRDG389;880319.393002;6534992.2733;DG389;DG389;Hors RCS et RCO;;;;;;oui;;oui;;;;;
30;06758X0060/202B;01202;LAGNIEU;01;AERM&C;235.0;;01202_FRDG240_FRDG389;880834.733702;6536910.5304;DG389;DG389;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;oui;oui;oui;oui;oui;oui;oui
31;10261X0039/F3;;;;AEAG;10.0;33;;0.0;0.0;;;Hors RCS et RCO;;;;;;oui;;;;;;;
32;01688X0039/F1;;;;AERM;170.0;80;;0.0;0.0;CG004;;Hors RCS et RCO;;;;;;oui;;oui;;;;;
33;01688X0034/AVAL;;;;AERM;235.0;;;0.0;0.0;CG004;;Hors RCS et RCO;;;;;;;;oui;;;;;
34;06758X0052/HY;01004;AMBERIEU-EN-BUGEY;01;AERM&C;310.0;;01004_ _FRDG149;883079.012902;6544021.3313;DG149;DG149;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
35;07007X0001/006A;01006;AMBLEON;01;AERM&C;420.0;;01006_ _FRDG149;900470.478202;6520388.3215;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;
36;06754X0040/007A;01007;AMBRONAY;01;AERM&C;243.0;12.5;01007_FRDG240_FRDG389;880412.777902;6547074.3832;;DG389;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
37;06754X0065/P2;01007;AMBRONAY;01;AERM&C;243.0;21;01007_FRDG240_FRDG389;879122.807302;6546538.6233;DG389;DG389;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;;;;;oui;
38;06754X0071/P00060;01007;AMBRONAY;01;AERM&C;243.0;;01007_FRDG240_FRDG389;881453.657802;6545484.5541;DG389;DG389;Hors RCS et RCO;;;;;;oui;;oui;;;;;
39;06758X0059/HY;01008;AMBUTRIX;01;AERM&C;276.0;;01008_ _FRDG240;882161.661302;6540453.4077;DG389;DG240;Hors RCS et RCO;;;;;;oui;;;;;;;
40;07011X0028/HY;01010;ANGLEFORT;01;AERM&C;770.0;;01010_ _FRDG148;916129.650302;6541267.4871;DG148;DG148;Hors RCS et RCO;;;;;;oui;;;;;;;
41;06775X0007/P2;01010;ANGLEFORT;01;AERM&C;245.0;19.5;01010_FRDG511_FRDG330;918023.818302;6536284.3887;;DG330;Hors RCS et RCO;;;;;;;oui;;;;;;
42;06762X0022/P;01012;ARANC;01;AERM&C;763.0;;01012_ _FRDG149;897472.084702;6548725.6723;DG149;DG149;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;
43;06766X0020/017A;01017;ARGIS;01;AERM&C;308.0;;01017_ _FRDG149;891745.532202;6539586.1421;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;
44;06766X0021/017B;01017;ARGIS;01;AERM&C;560.0;;01017_ _FRDG149;892136.697802;6538874.5368;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;
45;06991X0179/S2;01027;BALAN;01;AERM&C;184.0;22;01027_FRDG240_FRDG326;863163.824901;6526593.3761;DG326;DG326;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui
46;06991D0172/F;01027;BALAN;01;AERM&C;185.0;16;01027_FRDG240_FRDG326;864537.895701;6526675.8923;;DG326;Hors RCS et RCO;;;;;;oui;;;;;;;
47;06991X0040/HY;01032;BELIGNEUX;01;AERM&C;218.0;;01032_FRDG177_FRDG525;865119.004101;6532475.2071;DG177;DG525;Hors RCS et RCO;;;;;;oui;;oui;;;;;
48;06992X0035/S2;01032;BELIGNEUX;01;AERM&C;207.0;28.45;01032_FRDG240_FRDG390;868243.659801;6529439.2881;DG390;DG390;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;oui;oui;oui;oui;oui;oui;oui;oui
49;07008X0015/F2;01034;BELLEY;01;AERM&C;232.5;115;01034_ _FRDG511;911920.471402;6521145.6665;;DG511;Hors RCS et RCO;;;;;;;oui;;;;;;
50;06531X0028/P00011;01035;BELLEYDOUX;01;AERM&C;900.0;;01035_ _FRDG148;912418.042302;6575331.2788;DG148;DG148;Hors RCS et RCO;;;;;;oui;;;;;;;
51;07003X0017/036A;01036;BELMONT-LUTHEZIEU;01;AERM&C;569.0;;01036_ _FRDG511;905550.801202;6537451.9163;DG511;DG511;Hors RCS et RCO;;;;;;;oui;;;;;;
52;06758X0055/HY;01041;BETTANT;01;AERM&C;275.0;;01041_ _FRDG240;881734.426002;6540991.6836;DG149;DG240;Hors RCS et RCO;;;;;;oui;;;;;;;
53;06984D0181/HY;01043;BEYNOST;01;AERM&C;225.0;;01043_FRDG177_FRDG525;854200.783901;6530701.0334;;DG525;Hors RCS et RCO;;;;;;oui;;;;;;;
54;06771X0012/HY;01044;BILLIAT;01;AERM&C;570.0;;01044_ _FRDG511;915062.359102;6557117.019;DG511;DG511;Hors RCS et RCO;;;;;;;;oui;;;;;
55;06984D0286/P00026;01049;LA BOISSE;01;AERM&C;230.0;;01049_FRDG525_FRDG326;857609.091101;6529548.9056;DG177;DG326;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
56;06521X0016/HY;01051;BOLOZON;01;AERM&C;270.0;18.4;01051_ _FRDG149;891125.736902;6569261.1159;DG140;DG149;Hors RCS et RCO;;;;;;;oui;;;;;;
57;06513X0028/F;01053;BOURG-EN-BRESSE;01;AERM&C;222.5;10;01053_FRDG177_FRDG342;873857.749701;6567782.5518;DG342;DG342;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;;oui;oui;oui;oui;
58;07244X0030/P;01061;BRENS;01;AERM&C;221.0;;01061_FRDG511_FRDG326;909971.351102;6514590.281;DG326;DG326;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;;;;;;
59;07005X0133/F;01064;BRIORD;01;AERM&C;204.0;;01064_FRDG149_FRDG326;891403.879202;6522581.536;;DG326;Hors RCS et RCO;;;;;;;oui;;;;;;
60;07002X0020/SCE;01066;LA BURBANCHE;01;AERM&C;366.0;;01066_ _FRDG149;896637.752802;6532855.7023;DG149;DG149;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui
61;07002X0008/HY;01066;LA BURBANCHE;01;AERM&C;470.0;;01066_ _FRDG149;897409.303802;6530504.0779;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;
62;06517X0011/F;01069;CERTINES;01;AERM&C;249.0;6;01069_FRDG177_FRDG342;875755.201602;6560857.6224;DG342;DG342;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;oui;oui;oui;oui;oui;oui
63;06288X0107/P00944;01071;CESSY;01;AERM&C;520.0;;01071_FRDG231_FRDG517;935989.680102;6585605.7411;DG517;DG517;Hors RCS et RCO;;;;;;oui;;oui;;;;;
64;06288X0089/F;01071;CESSY;01;AERM&C;523.0;35;01071_FRDG231_FRDG517;935344.583602;6583566.031;;DG517;Hors RCS et RCO;;;;;;;oui;;;;;;
65;06288X0106/P00945;01071;CESSY;01;AERM&C;520.0;;01071_FRDG231_FRDG517;935544.830102;6583972.6505;DG517;DG517;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
66;06288X0105/P00946;01071;CESSY;01;AERM&C;520.0;;01071_FRDG231_FRDG517;935512.642002;6584990.1801;DG517;DG517;Hors RCS et RCO;;;;;;oui;;;;;;;
67;06288X0072/O71A;01071;CESSY;01;AERM&C;520.0;;01071_FRDG231_FRDG517;935562.948802;6584342.0304;DG231;DG517;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;;;;;oui;oui
68;06766X0024/416A1;01076;CHALEY;01;AERM&C;398.0;;01076_ _FRDG149;895886.341702;6542961.7736;DG149;DG149;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
69;06531X0023/SCE815;01081;CHAMPFROMIER;01;AERM&C;800.0;;01081_ _FRDG148;918050.767102;6576607.3484;DG148;DG148;Hors RCS et RCO;;;;;;oui;;oui;;;;;
70;06531X0022/SCE818;01081;CHAMPFROMIER;01;AERM&C;840.0;;01081_ _FRDG148;918997.960302;6572844.4407;DG148;DG148;Hors RCS et RCO;;;;;;;oui;;;;;;
71;06508X0004/085A;01085;LA CHAPELLE-DU-CHATELARD;01;AERM&C;247.0;24.5;01085_FRDG177_FRDG525;856467.684601;6554251.7602;DG177;DG525;Hors RCS et RCO;;;;;;oui;;oui;;;;;
72;06508X0036/P00785;01085;LA CHAPELLE-DU-CHATELARD;01;AERM&C;247.0;;01085_FRDG177_FRDG525;854375.785101;6557003.1302;DG177;DG525;Hors RCS et RCO;horsRCSRCODRIRE;;;;RCOseul;;oui;;;;;;oui
73;06993X0204/P0052;01088;CHARNOZ-SUR-AIN;01;AERM&C;200.0;;01088_FRDG240_FRDG390;871224.253001;6531451.0059;DG390;DG390;Hors RCS et RCO;;;;;;oui;;;;;;;
74;06993X0125/P;01088;CHARNOZ-SUR-AIN;01;AERM&C;200.0;15;01088_FRDG240_FRDG390;872225.912401;6534187.4474;DG390;DG390;Hors RCS et RCO;;;;;;;;oui;;;;;
75;06757X0040/F1;01089;CHATEAU-GAILLARD;01;AERM&C;228.0;16;01089_FRDG240_FRDG389;877218.676602;6542950.1086;DG389;DG389;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;
76;07008X0016/098A;01098;CHAZEY-BONS;01;AERM&C;234.0;5.6;01098_FRDG149_FRDG511;909764.125102;6522831.5457;DG511;DG511;Hors RCS et RCO;;;;;;oui;;;;;;;
77;06993X0157/000155;01099;CHAZEY-SUR-AIN;01;AERM&C;205.0;20;01099_FRDG240_FRDG390;873231.879901;6532909.5935;DG390;DG390;Hors RCS et RCO;;;;;;;oui;;;;;;
78;06993X0131/P1;01099;CHAZEY-SUR-AIN;01;AERM&C;205.0;23.5;01099_FRDG240_FRDG390;873001.288101;6533156.9907;DG390;DG390;Hors RCS et RCO;;;;;;oui;;;;;;;
79;06288X0073/HY;01103;CHEVRY;01;AERM&C;520.0;;01103_FRDG208_FRDG517;934528.211102;6579419.4317;DG517;DG517;Hors RCS et RCO;;;;;;oui;oui;oui;;;;;
80;06746X0076/105A;01105;CIVRIEUX;01;AERM&C;210.0;;01105_FRDG177_FRDG525;846832.876101;6539702.3209;DG177;DG525;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui
81;07001X0276/107A;01107;CLEYZIEU;01;AERM&C;565.0;;01107_ _FRDG149;889151.478602;6535387.0993;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;
82;07001X0277/111A;01111;CONAND;01;AERM&C;478.0;;01111_ _FRDG149;889667.483302;6538277.2224;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;
83;07007X0008/HY;01116;CONTREVOZ;01;AERM&C;420.0;;01116_ _FRDG149;903726.960302;6527084.3281;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;
84;07243X0059/117D;01117;CONZIEU;01;AERM&C;314.0;;01117_ _FRDG149;901219.153002;6519039.7843;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;
85;07007X0007/117A;01117;CONZIEU;01;AERM&C;369.0;;01117_ _FRDG149;903197.847602;6515477.3357;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;
86;06775X0018/HY;01118;CORBONOD;01;AERM&C;380.0;;01118_ _FRDG511;917746.527102;6544263.1924;DG148;DG511;Hors RCS et RCO;;;;;;oui;;oui;;;;;
87;06762X0028/119A;01119;CORCELLES;01;AERM&C;885.0;;01119_ _FRDG149;900534.109102;6552557.6625;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;
88;06535X0007/HY;01205;LANCRANS;01;AERM&C;640.0;;01205_ _FRDG511;919817.515502;6563658.3229;DG511;DG511;Hors RCS et RCO;;;;;;;;oui;;;;;
89;06536X0026/HY;01209;LEAZ;01;AERM&C;520.0;;01209_ _FRDG511;922445.575402;6562337.3048;DG511;DG511;Hors RCS et RCO;;;;;;;oui;;;;;;
90;06536X0027/HY;01209;LEAZ;01;AERM&C;530.0;;01209_ _FRDG511;921753.824102;6559702.7062;DG511;DG511;Hors RCS et RCO;;;;;;;;oui;;;;;
91;06536X0033/209C;01209;LEAZ;01;AERM&C;580.0;;01209_ _FRDG511;922950.164502;6562748.1479;DG511;DG511;Hors RCS et RCO;;;;;;oui;;;;;;;
92;06536X0031/P;01209;LEAZ;01;AERM&C;580.0;;01209_ _FRDG511;921025.544502;6559000.3491;DG511;DG511;Hors RCS et RCO;;;;;;oui;;;;;;;
93;06516X0024/211A;01211;LENT;01;AERM&C;253.0;4;01211_FRDG177_FRDG525;868173.366301;6560764.5959;DG177;DG525;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui
94;06525X0067/HY;01214;LEYSSARD;01;AERM&C;605.0;;01214_ _FRDG149;891140.896802;6567589.828;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;
95;07006X0032/HY;01216;LHUIS;01;AERM&C;440.0;;01216_ _FRDG149;896944.132502;6516850.2144;DG149;DG149;Hors RCS et RCO;;;;;;oui;;oui;;;;;
96;07006X0011/HY;01216;LHUIS;01;AERM&C;305.0;;01216_ _FRDG149;897510.883602;6516493.4441;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;
97;07006X0025/HY;01219;LOMPNAS;01;AERM&C;640.0;;01219_ _FRDG149;896293.678102;6524256.5358;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;
98;07008X0017/234A;01234;MARIGNIEU;01;AERM&C;33.0;;01234_ _FRDG149;911406.351102;6526119.5104;DG149;DG149;Hors RCS et RCO;;;;;;;oui;;;;;;
99;06523X0040/237A2;01237;MARTIGNAT;01;AERM&C;509.0;8.8;01237_ _FRDG149;902955.461602;6570892.0333;;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;
100;06746X0032/F;01238;MASSIEUX;01;AERM&C;225.0;21.55;01238_FRDG177_FRDG525;843460.830901;6537172.7062;;DG525;Hors RCS et RCO;;;;;;oui;;oui;;;;;
101;06746X0089/P00768;01238;MASSIEUX;01;AERM&C;171.0;;01238_FRDG225_FRDG361;840012.732701;6534664.8412;DG361;DG361;Hors RCS et RCO;horsRCSRCODRIRE;;;;RCOseul;oui;;;;;;;
102;06276X1002/P2;01240;MATAFELON-GRANGES;01;AERM&C;285.0;50.8;01240_ _FRDG149;895519.264102;6573394.4758;DG149;DG149;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;oui;oui;oui;oui;oui;oui
103;06522X0041/HY;01240;MATAFELON-GRANGES;01;AERM&C;565.0;;01240_ _FRDG149;895319.420202;6576020.9343;DG149;DG149;Hors RCS et RCO;;;;;;;oui;;;;;;
104;06522X0040/SOURCE;01240;MATAFELON-GRANGES;01;AERM&C;660.0;;01240_ _FRDG149;895381.354802;6573231.9137;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;
105;06276X1001/P3;01240;MATAFELON-GRANGES;01;AERM&C;285.0;29.9;01240_ _FRDG149;894740.181502;6575492.3786;DG149;DG149;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;;;;;;
106;06761X0018/242A2;01242;MERIGNAT;01;AERM&C;396.0;;01242_ _FRDG149;888506.569402;6555115.7941;DG149;DG149;Hors RCS et RCO;;;;;;oui;oui;;;;;;
107;06761X0016/068B;01242;MERIGNAT;01;AERM&C;360.0;;01242_ _FRDG149;889320.029702;6554007.9977;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;
108;06761X0019/242A3;01242;MERIGNAT;01;AERM&C;499.0;;01242_ _FRDG149;888319.863602;6554791.6366;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;
109;06983X0137/P;01249;MIRIBEL;01;AERM&C;290.0;;01249_FRDG177_FRDG525;848453.129501;6532120.7229;DG177;DG525;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;oui;oui;oui;oui;oui;oui
110;06984C0061/249A;01249;MIRIBEL;01;AERM&C;174.58;11.6;01249_FRDG240_FRDG326;852846.888801;6526959.6428;DG326;DG326;Hors RCS et RCO;;;;;;oui;;oui;;;;;
111;07005X0005/255A1;01255;MONTAGNIEU;01;AERM&C;240.0;;01255_ _FRDG149;891895.301602;6526948.6761;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;
112;06531X0016/HY;01257;MONTANGES;01;AERM&C;790.0;;01257_ _FRDG148;913934.156402;6568808.745;DG148;DG148;Hors RCS et RCO;;;;;;oui;;;;;;;
113;06535X0013/HY;01257;MONTANGES;01;AERM&C;475.0;;01257_ _FRDG511;915681.061802;6565178.8014;DG511;DG511;Hors RCS et RCO;;;;;;oui;;oui;;;;;
114;06747X0001/FP1;01261;MONTHIEUX;01;AERM&C;295.0;41;01261_FRDG177_FRDG525;849056.946701;6542847.9496;DG177;DG525;Hors RCS et RCO;;;;;;oui;;oui;;;;;
115;06747X0059/P00803;01261;MONTHIEUX;01;AERM&C;295.0;;01261_FRDG177_FRDG525;849607.625201;6540653.9117;DG177;DG525;Hors RCS et RCO;;;;;;oui;;;;;;;
116;06747X0058/P00802;01261;MONTHIEUX;01;AERM&C;295.0;;01261_FRDG177_FRDG525;850133.186701;6540628.3532;DG177;DG525;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
117;06522X0030/HY;01267;NURIEUX-VOLOGNAT;01;AERM&C;755.0;;01267_ _FRDG149;892749.922402;6569441.0722;DG149;DG149;Hors RCS et RCO;;;;;;;oui;;;;;;
118;06522X0034/267B2;01267;NURIEUX-VOLOGNAT;01;AERM&C;643.0;;01267_ _FRDG149;893509.361902;6570125.8697;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;
119;06522X0029/267A;01267;NURIEUX-VOLOGNAT;01;AERM&C;523.0;;01267_ _FRDG149;893642.312902;6565461.4623;DG149;DG149;Hors RCS et RCO;;;;;;oui;;oui;;;;;
120;06522X0031/267C1;01267;NURIEUX-VOLOGNAT;01;AERM&C;590.0;;01267_ _FRDG149;893586.303602;6565721.8928;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;
121;07244X0032/F;01268;MURS-ET-GELIGNIEUX;01;AERM&C;216.0;14.6;01268_FRDG149_FRDG326;908178.977902;6508166.7251;DG326;DG326;Hors RCS et RCO;;;;;;;oui;;;;;;
122;06527X0040/269A2;01269;NANTUA;01;AERM&C;504.0;;01269_ _FRDG149;901206.074902;6564576.6139;DG149;DG149;Hors RCS et RCO;;;;;;oui;;oui;;;;;
123;06527X0038/269A3;01269;NANTUA;01;AERM&C;497.0;;01269_ _FRDG149;900752.272002;6565720.2112;DG149;DG149;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
124;06518X0015/HY;01273;NEUVILLE-SUR-AIN;01;AERM&C;260.0;;01273_ _FRDG140;884282.436502;6556666.1403;;DG140;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
125;06527X0010/S1;01274;LES NEYROLLES;01;AERM&C;528.0;15;01274_ _FRDG149;903040.831002;6560869.7049;DG149;DG149;Hors RCS et RCO;;;;;;;oui;;;;;;
126;06533X0034/288A;01288;PERON;01;AERM&C;500.0;;01288_FRDG208_FRDG517;926920.457102;6568403.4557;DG517;DG517;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
127;06512X0023/289A;01289;PERONNAS;01;AERM&C;245.0;31;01289_FRDG177_FRDG525;870395.915201;6565017.9423;DG177;DG525;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui
128;06512X0078/P0076;01289;PERONNAS;01;AERM&C;245.0;;01289_FRDG177_FRDG525;872440.193101;6564243.5051;DG177;DG525;Hors RCS et RCO;;;;;;;oui;;;;;;
129;06756X0054/HY;01290;PEROUGES;01;AERM&C;240.0;;01290_ _FRDG212;868832.260101;6536773.7196;DG177;DG212;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;oui;oui;oui;oui;oui;oui
130;07243X0063/HY;01294;PEYRIEU;01;AERM&C;400.0;;01294_ _FRDG149;907776.543102;6509777.0058;;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;
131;06991X0031/P;01297;PIZAY;01;AERM&C;248.0;;01297_FRDG177_FRDG525;861894.291701;6536170.4701;DG177;DG525;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
132;06528X0004/300A;01300;LE POIZAT;01;AERM&C;588.0;19.9;01300_ _FRDG148;906733.644302;6561883.2557;DG148;DG148;Hors RCS et RCO;;;;;;oui;;oui;;;;;
133;06512X0053/P2;01301;POLLIAT;01;AERM&C;209.0;15;01301_FRDG212_FRDG177;865247.191001;6573788.7489;DG177;DG177;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;oui;oui;oui;oui;oui;oui
