;CD_STATION;NUM_COM;NOM_COM;NUM_DEP;codagence;ALTITUDE;PROFONDEUR_MAXI_POINT;Unité_coord_fictifs;X_FICT_L93;Y_FICT_L93;CD_ME_v2;CD_ME_niv1_surf;reseau2009;reseau2010;reseau2011;reseau2012;reseau2013;reseau2014;fi_ma_2007;fi_ma_2008;fi_ma_2009;fi_ma_2010;fi_ma_2011;fi_ma_2012;fi_ma_2013;fi_ma_2014
1737;01453X0044/F5;14257;EVRECY;14;AESN;81.8;12.6;14257_ _FRHG308;445319.657798;6894093.263;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1738;01485X0010/C1;14273;LA FOLLETIERE-ABENON;14;AESN;150.0;;14273_FRHG308_FRHG213;511068.821798;6877902.2833;HG213;HG213;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui
1739;01193X0170/FA6;14275;FONTAINE-HENRY;14;AESN;31.21;40.3;14275_ _FRHG308;448152.672598;6914458.2577;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1740;01194X0142/F5;14275;FONTAINE-HENRY;14;AESN;22.6;32;14275_ _FRHG308;446304.791898;6913948.621;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1741;01196X0042/C4;14278;FONTENAY-LE-PESNEL;14;AESN;56.0;3.8;14278_ _FRHG502;436606.615598;6902588.3734;HG502;HG502;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui
1742;01216X0001/C1;14280;FORMENTIN;14;AESN;101.0;;14280_FRHG308_FRHG213;492774.048298;6903503.1903;;HG213;Hors RCS et RCO;;;;;;;oui;;;;;;
1743;01485X1009/F1;14292;FRIARDEL;14;AESN;124.0;23;14292_FRHG308_FRHG213;508638.142098;6879588.3363;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;
1744;01485X1012/F1;14292;FRIARDEL;14;AESN;129.95;28.4;14292_FRHG308_FRHG213;510330.490698;6881415.3159;;HG213;Hors RCS et RCO;;;;;;oui;;oui;;;;;
1745;01225X1004/F3;14293;FUMICHON;14;AESN;125.0;35.2;14293_FRHG308_FRHG213;509715.891498;6901837.1952;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1746;01225X1002/P2;14293;FUMICHON;14;AESN;124.0;11.6;14293_FRHG308_FRHG213;508813.334498;6901536.2788;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1747;01205X0141/F1;14301;GIBERVILLE;14;AESN;8.4;30;14301_ _FRHG308;459589.501398;6903256.86;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1748;01211X0142/HY;14302;GLANVILLE;14;AESN;70.0;;14302_FRHG308_FRHG213;486594.126998;6913962.0949;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1749;00977X0095/C1;14304;GONNEVILLE-SUR-HONFLEUR;14;AESN;60.0;3.15;14304_FRHG308_FRHG212;498459.171598;6922904.1704;;HG212;Hors RCS et RCO;;;;;;oui;oui;oui;;;;;
1750;01204X0045/FE1;14305;GONNEVILLE-SUR-MER;14;AESN;138.0;45;14305_FRHG308_FRHG213;478677.266098;6914986.5807;HG213;HG213;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui
1751;01204X0021/C1;14305;GONNEVILLE-SUR-MER;14;AESN;80.0;;14305_FRHG308_FRHG213;478940.291298;6913106.2933;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1752;01204X0032/C1;14305;GONNEVILLE-SUR-MER;14;AESN;105.0;;14305_FRHG308_FRHG213;478117.623898;6913415.3622;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1753;01465X0122/G;14309;GOUVIX;14;AESN;70.81;;14309_ _FRHG308;458940.075098;6887524.2843;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1754;00955X0007/C1;14312;GRANDCAMP-MAISY;14;AESN;5.0;;14312_ _FRHG308;404910.860497;6927878.5986;HG308;HG308;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;oui;oui;oui;oui;oui;oui;oui;oui
1755;00955X0050/F1;14312;GRANDCAMP-MAISY;14;AESN;6.0;60;14312_ _FRHG308;406815.532297;6927436.0548;HG308;HG308;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui
1756;01204X0019/C1;14316;GRANGUES;14;AESN;82.58;;14316_FRHG308_FRHG213;476742.523798;6912366.5034;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;
1757;01204X0020/C2;14316;GRANGUES;14;AESN;75.0;;14316_FRHG308_FRHG213;476541.897298;6911338.4452;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;
1758;01456X0003/C1;14324;HAMARS;14;AESN;118.49;;14324_ _FRHG502;440565.425198;6886481.5455;;HG502;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1759;01205X0001/F5;14327;HEROUVILLE-SAINT-CLAIR;14;AESN;16.13;35;14327_ _FRHG308;456719.505498;6907089.6488;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1760;01205X0005/F4;14327;HEROUVILLE-SAINT-CLAIR;14;AESN;14.15;43.2;14327_ _FRHG308;456971.738098;6906910.1055;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1761;01205X0109/F6;14327;HEROUVILLE-SAINT-CLAIR;14;AESN;22.57;50;14327_ _FRHG308;455958.166198;6905988.0019;HG308;HG308;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui
1762;01205X0110/F7;14327;HEROUVILLE-SAINT-CLAIR;14;AESN;9.78;17;14327_ _FRHG308;457169.413798;6905274.5274;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1763;01211X0081/HY;14329;HEULAND;14;AESN;97.0;;14329_FRHG308_FRHG213;482056.902998;6912472.9913;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1764;00973X0087/C1;14333;HONFLEUR;14;AESN;13.0;;14333_FRHG308_FRHG212;500768.186898;6928777.9403;;HG212;Hors RCS et RCO;;;;;;oui;;;;;;;
1765;01204X0022/C1;14338;HOULGATE;14;AESN;75.0;;14338_FRHG308_FRHG213;476726.231598;6915030.4699;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1766;01181X0029/FE;14342;ISIGNY-SUR-MER;14;AESN;32.5;45;14342_ _FRHG402;400430.322397;6919399.691;;HG402;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1767;01181X0030/F3;14342;ISIGNY-SUR-MER;14;AESN;34.0;42;14342_ _FRHG402;402324.243297;6920375.8249;;HG402;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1768;01174X0006/P1;14342;ISIGNY-SUR-MER;14;AESN;3.83;10.35;14342_ _FRHG402;399102.346497;6919658.866;;HG402;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1769;01207X0093/F3;14344;JANVILLE;14;AESN;8.0;67.5;14344_ _FRHG308;469083.247798;6899931.0674;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1770;01207X0091/S1;14344;JANVILLE;14;AESN;4.0;71.3;14344_ _FRHG308;469167.485898;6900537.425;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1771;01195X0210/F1B;14346;JUAYE-MONDAYE;14;AESN;54.4;34;14346_ _FRHG308;431630.175897;6907865.3222;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1772;01195X0214/FE1;14346;JUAYE-MONDAYE;14;AESN;55.0;40;14346_ _FRHG308;432871.766897;6908021.041;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1773;01195X0209/F3B;14346;JUAYE-MONDAYE;14;AESN;52.0;18.5;14346_ _FRHG402;429777.576297;6909434.5481;;HG402;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1774;01194X0168/FD-1;14354;LANGRUNE-SUR-MER;14;AESN;24.0;72;14354_ _FRHG308;455366.811498;6919002.7015;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1775;01194X0148/F2;14354;LANGRUNE-SUR-MER;14;AESN;13.0;48.2;14354_ _FRHG308;453549.331098;6917564.8628;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1776;01194X0157/F2;14354;LANGRUNE-SUR-MER;14;AESN;24.0;35;14354_ _FRHG308;453803.813998;6917301.3202;HG308;HG308;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui
1777;01194X0170/F2BIS;14354;LANGRUNE-SUR-MER;14;AESN;13.0;60.5;14354_ _FRHG308;454062.818598;6917268.0518;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1778;01751X0015/F2;14357;LASSY;14;AESN;223.0;80;14357_ _FRHG502;431346.854097;6873415.9783;HG502;HG502;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui
1779;01471X0012/C1;14359;LECAUDE;14;AESN;99.0;;14359_FRHG308_FRHG213;486875.882698;6894031.4615;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;
1780;01472X0039/C1;14359;LECAUDE;14;AESN;97.0;;14359_FRHG308_FRHG213;487160.330998;6892825.4986;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;
1781;01473X0003/F1B;14366;LISIEUX;14;AESN;51.01;31.2;14366_FRHG308_FRHG213;498596.541598;6897538.3641;;HG213;Hors RCS et RCO;;;;;;oui;;oui;;;;;
1782;01217X0127/C1;14366;LISIEUX;14;AESN;90.0;;14366_FRHG308_FRHG213;499053.914598;6897088.1268;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;
1783;01473X0113/F34S94;14366;LISIEUX;14;AESN;73.0;47.1;14366_FRHG308_FRHG213;499131.787398;6897838.4377;;HG213;Hors RCS et RCO;;;;;;oui;;;;;;;
1784;01217X0126/C1;14366;LISIEUX;14;AESN;91.0;;14366_FRHG308_FRHG213;499051.502098;6898145.9345;;HG213;Hors RCS et RCO;;;;;;oui;;oui;;;;;
1785;01473X0004/F2;14366;LISIEUX;14;AESN;52.59;31.5;14366_FRHG308_FRHG213;500923.590398;6897761.3796;;HG213;Hors RCS et RCO;;;;;;oui;;oui;;;;;
1786;01473X0013/F2;14366;LISIEUX;14;AESN;70.92;45;14366_FRHG308_FRHG213;496828.118198;6899674.2968;;HG213;Hors RCS et RCO;;;;;;oui;;;;;;;
1787;01474X0009/C1;14366;LISIEUX;14;AESN;97.27;;14366_FRHG308_FRHG213;497854.318898;6896913.9821;;HG213;Hors RCS et RCO;;;;;;oui;oui;oui;;;;;
1788;01195X0213/F2;14376;LONGRAYE;14;AESN;86.0;22;14376_ _FRHG308;431409.577597;6900487.373;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1789;01195X0212/F2;14376;LONGRAYE;14;AESN;79.0;22;14376_ _FRHG308;429380.128897;6902500.0015;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;
1790;01195X0211/F2-2;14376;LONGRAYE;14;AESN;94.0;22;14376_ _FRHG308;429967.376297;6901529.3239;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1791;01195X0193/FD3;14376;LONGRAYE;14;AESN;99.0;18;14376_ _FRHG308;430734.895297;6901404.745;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1792;01195X0203/FDIBIS;14376;LONGRAYE;14;AESN;94.0;21;14376_ _FRHG308;430199.091997;6901616.8247;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1793;01191X0254/F3;14377;LONGUES-SUR-MER;14;AESN;25.0;34;14377_ _FRHG308;432818.659797;6921969.6947;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1794;00956X0077/F1;14382;LOUVIERES;14;AESN;22.0;48.5;14382_ _FRHG308;414831.032397;6926751.7922;;HG308;Hors RCS et RCO;;;;;;;oui;;;;;;
1795;01201X0184/F2;14384;LUC-SUR-MER;14;AESN;22.0;80;14384_ _FRHG308;456162.388598;6917347.6265;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1796;01201X0115/F1;14384;LUC-SUR-MER;14;AESN;22.0;45;14384_ _FRHG308;455194.014098;6917189.1799;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1797;01468X0046/FE3-94;14386;MAGNY-LA-CAMPAGNE;14;AESN;32.0;63;14386_ _FRHG308;474356.141698;6887892.6556;HG308;HG308;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui
1798;01184X0007/F1;14391;MAISONS;14;AESN;19.0;13.9;14391_ _FRHG308;426229.942897;6918716.6153;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1799;00958X0106/111111;14391;MAISONS;14;AESN;17.0;31.5;14391_ _FRHG308;425958.212297;6919689.0813;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1800;01474X0021/C1;14403;MAROLLES;14;AESN;118.0;;14403_FRHG308_FRHG213;509310.654098;6895949.8844;;HG213;Hors RCS et RCO;;;;;;oui;;oui;;;;;
1801;01205X0117/M2;14437;MONDEVILLE;14;AESN;5.53;24;14437_ _FRHG308;460384.255298;6899494.7074;;HG308;Hors RCS et RCO;;;;;;oui;;;;;;;
1802;01205X0135/C1;14437;MONDEVILLE;14;AESN;4.7;4.5;14437_ _FRHG308;457500.448798;6901947.8074;HG308;HG308;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;oui;oui;oui;oui;oui;oui;oui;oui
1803;01446X0007/C2;14441;MONT-BERTRAND;14;AESN;200.0;;14441_ _FRHG503;413286.664297;6880836.0414;;HG503;Hors RCS et RCO;;;;;;oui;;oui;;;;;
1804;01446X0001/C1;14441;MONT-BERTRAND;14;AESN;210.02;;14441_ _FRHG503;413280.117097;6880684.2117;;HG503;Hors RCS et RCO;;;;;;;;oui;;;;;
1805;01744X0010/F1;14443;MONTCHAUVET;14;AESN;150.0;61.5;14443_ _FRHG503;424331.201797;6877674.7143;HG503;HG503;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui
1806;01463X0142/F2B;14456;MOULT;14;AESN;25.0;64.3;14456_ _FRHG308;467377.863998;6894954.5081;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1807;01463X0141/F1;14456;MOULT;14;AESN;25.0;70;14456_ _FRHG308;470909.756898;6895768.4243;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1808;01477X0026/C1;14459;LES MOUTIERS-HUBERT;14;AESN;134.58;;14459_FRHG308_FRHG213;500977.121598;6878237.4793;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;
1809;01478X0013/C1;14471;NOTRE-DAME-DE-COURSON;14;AESN;158.0;;14471_FRHG308_FRHG213;499875.116398;6882346.9017;;HG213;Hors RCS et RCO;;;;;;oui;;;;;;;
1810;01452X0018/F2;14475;NOYERS-BOCAGE;14;AESN;118.0;36;14475_ _FRHG308;439895.759998;6896427.7101;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1811;01452X0024/F2;14475;NOYERS-BOCAGE;14;AESN;117.0;30;14475_ _FRHG308;438914.178798;6896655.6834;;HG308;Hors RCS et RCO;;;;;;;oui;;;;;;
1812;01463X0131/F2;14482;OUEZY;14;AESN;30.0;80;14482_ _FRHG308;473035.738898;6893449.6773;;HG308;Hors RCS et RCO;;;;;;;oui;;;;;;
1813;01463X0130/F1;14482;OUEZY;14;AESN;30.0;55;14482_ _FRHG308;472934.370498;6890289.2363;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1814;01202X0020/F3;14488;OUISTREHAM;14;AESN;17.92;42.1;14488_ _FRHG308;461612.486298;6914823.1363;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;
1815;01202X0003/F1;14488;OUISTREHAM;14;AESN;18.58;32;14488_ _FRHG308;462777.922098;6911923.3907;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;
1816;01464X0029/FE7-95;14489;OUVILLE-LA-BIEN-TOURNEE;14;AESN;26.0;85;14489_ _FRHG308;477668.633598;6886827.791;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1817;01464X0028/FE1-94;14493;PERCY-EN-AUGE;14;AESN;21.0;80;14493_ _FRHG308;475951.746798;6888285.9762;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1818;01464X0040/FE8;14493;PERCY-EN-AUGE;14;AESN;19.0;82;14493_ _FRHG308;476731.376898;6887967.1779;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1819;01213X0250/FP1;14500;PIERREFITTE-EN-AUGE;14;AESN;19.0;43.5;14500_FRHG308_FRHG213;496330.730098;6909372.8207;HG213;HG213;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui
1820;01761X0033/FE1;14502;PIERREPONT;14;AESN;194.0;50.7;14502_ _FRHG502;457269.075398;6871468.7187;;HG502;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1821;01741X0003/C1;14513;PONT-FARCY;14;AESN;132.0;;14513_ _FRHG503;406556.230997;6878528.7716;;HG503;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1822;01474X0052/P1;14522;PRETREVILLE;14;AESN;116.0;3.85;14522_FRHG308_FRHG213;499880.853498;6889345.0813;HG213;HG213;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui
1823;00978X0011/C1;14528;QUETTEVILLE;14;AESN;40.5;;14528_FRHG308_FRHG212;503715.302398;6920941.2091;HG212;HG212;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui
1824;01202X0086/HY;14530;RANVILLE;14;AESN;4.14;4.5;14530_ _FRHG308;462213.028598;6906990.5481;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;
1825;01206X0214/F1;14530;RANVILLE;14;AESN;9.0;81;14530_ _FRHG308;462620.540898;6908128.5577;;HG308;Hors RCS et RCO;;;;;;oui;;oui;;;;;
1826;01215X0006/C2;14533;REPENTIGNY;14;AESN;100.0;;14533_FRHG308_FRHG213;484425.805098;6903926.7406;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1827;00977X0099/C1;14536;LA RIVIERE-SAINT-SAUVEUR;14;AESN;25.0;;14536_FRHG308_FRHG212;502857.099798;6927674.8389;;HG212;Hors RCS et RCO;;;;;;oui;;oui;;;;;
1828;01461X0049/C1;14538;ROCQUANCOURT;14;AESN;70.0;35;14538_ _FRHG308;458294.615798;6892821.3873;;HG308;Hors RCS et RCO;;;;;;oui;oui;;;;;;
1829;01197X0124/FE1;14543;ROTS;14;AESN;41.93;71.2;14543_ _FRHG308;448411.234898;6905955.1596;;HG308;Hors RCS et RCO;;;;;;oui;;;;;;;
1830;01214X1000/HY;14555;SAINT-ANDRE-D'HEBERTOT;14;AESN;92.0;;14555_FRHG308_FRHG213;502642.277898;6914985.3606;;HG213;Hors RCS et RCO;;;;;;oui;;;;;;;
1831;01473X0102/111111;14574;SAINT-DESIR;14;AESN;82.5;49;14574_FRHG308_FRHG213;494839.131798;6896096.9997;;HG213;Hors RCS et RCO;;;;;;oui;;oui;;;;;
1832;01217X0124/C1;14574;SAINT-DESIR;14;AESN;113.15;;14574_FRHG308_FRHG213;494912.016398;6897147.5848;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;
1833;01772X0009/C1;14576;SAINTE-FOY-DE-MONTGOMMERY;14;AESN;130.0;;14576_FRHG308_FRHG213;490735.643098;6875615.0029;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1834;01192X0100/F;14577;SAINT-GABRIEL-BRECY;14;AESN;14.0;15.7;14577_ _FRHG308;440804.874198;6912895.1923;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;
1835;01192X0213/F11;14577;SAINT-GABRIEL-BRECY;14;AESN;15.0;26.1;14577_ _FRHG308;438390.694398;6913937.7114;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;
1836;00977X0060/C1;14578;SAINT-GATIEN-DES-BOIS;14;AESN;100.0;;14578_FRHG308_FRHG213;496572.795398;6920219.8009;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;
1837;01455X0029/F2;14579;SAINT-GEORGES-D'AUNAY;14;AESN;181.0;57;14579_ _FRHG502;429327.326097;6885579.4499;;HG502;Hors RCS et RCO;;;;;;oui;;oui;;;;;
1838;01451X0022/F2;14581;SAINT-GERMAIN-D'ECTOT;14;AESN;124.0;100.5;14581_ _FRHG502;429217.201597;6898235.5932;;HG502;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;
1839;01451X0021/F1;14581;SAINT-GERMAIN-D'ECTOT;14;AESN;133.0;99.5;14581_ _FRHG502;428000.089497;6897317.1612;;HG502;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;
1840;01473X0107/S1;14582;SAINT-GERMAIN-DE-LIVET;14;AESN;110.99;;14582_FRHG308_FRHG213;493978.883098;6888989.8891;;HG213;Hors RCS et RCO;;;;;;oui;;oui;;;;;
1841;01772X0003/C1;14583;SAINT-GERMAIN-DE-MONTGOMMERY;14;AESN;170.0;;14583_FRHG308_FRHG213;491353.414298;6875927.3787;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1842;01465X0087/PS3;14589;SAINT-GERMAIN-LE-VASSON;14;AESN;147.07;2.3;14589_ _FRHG308;458361.199498;6883913.5872;HG308;HG308;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;;oui;oui
1843;01453X0043/C1;14592;SAINTE-HONORINE-DU-FAY;14;AESN;80.0;;14592_ _FRHG308;444761.690198;6890281.8057;;HG308;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1844;01212X0069/HY;14593;SAINT-HYMER;14;AESN;66.99;;14593_FRHG308_FRHG213;493548.061498;6907446.8465;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;
1845;01212X0035/HY;14593;SAINT-HYMER;14;AESN;47.0;;14593_FRHG308_FRHG213;493158.519898;6907874.325;;HG213;Hors RCS et RCO;;;;;;oui;;oui;;;;;
1846;01215X0114/C2;14598;SAINT-JOUIN;14;AESN;102.0;;14598_FRHG308_FRHG213;481861.514798;6906509.7366;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1847;01215X0121/C1;14604;SAINT-LAURENT-DU-MONT;14;AESN;113.0;;14604_FRHG308_FRHG213;482821.656898;6896984.4101;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;
1848;01477X0038/F3;14615;SAINTE-MARGUERITE-DES-LOGES;14;AESN;150.0;17;14615_FRHG308_FRHG213;496297.535198;6883036.4265;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1849;01477X0036/F1-91;14615;SAINTE-MARGUERITE-DES-LOGES;14;AESN;145.0;16;14615_FRHG308_FRHG213;495281.213298;6882763.5062;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1850;01477X0018/C1;14615;SAINTE-MARGUERITE-DES-LOGES;14;AESN;143.0;;14615_FRHG308_FRHG213;495183.283198;6883291.2311;HG213;HG213;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui
1851;01457X0015/FE1;14628;SAINT-MARTIN-DE-SALLEN;14;AESN;105.0;39.5;14628_ _FRHG502;445389.050198;6879442.7533;;HG502;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;
1852;01456X0002/C1;14628;SAINT-MARTIN-DE-SALLEN;14;AESN;111.24;;14628_ _FRHG502;442234.518598;6880901.8603;;HG502;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1853;01456X0018/C2;14628;SAINT-MARTIN-DE-SALLEN;14;AESN;95.0;;14628_ _FRHG502;438903.333398;6879864.6857;;HG502;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1854;01476X0018/C1;14633;SAINT-MARTIN-DU-MESNIL-OURY;14;AESN;135.0;;14633_FRHG308_FRHG213;489446.136298;6886484.9527;;HG213;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1855;01188X0019/F;14643;SAINT-PAUL-DU-VERNAY;14;AESN;100.0;91;14643_ _FRHG503;425648.893997;6903572.0288;;HG503;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;
1856;01188X0018/F2;14643;SAINT-PAUL-DU-VERNAY;14;AESN;87.0;91;14643_ _FRHG503;425775.443397;6904205.9772;HG503;HG503;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui
1857;01474X0061/F;14647;SAINT-PIERRE-DE-MAILLOC;14;AESN;125.0;24;14647_FRHG308_FRHG213;503930.453598;6888427.1008;;HG213;Hors RCS et RCO;;;;;;oui;;oui;;;;;
1858;01745X0026/C1;14658;SAINT-SEVER-CALVADOS;14;AESN;266.0;;14658_ _FRHG506;399969.703097;6864437.7627;HG506;HG506;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;;oui;oui;oui;oui;oui;oui
1859;01462X0132/C1;14659;SAINT-SYLVAIN;14;AESN;38.0;;14659_ _FRHG308;466085.834898;6889439.1451;HG308;HG308;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui
